SNIPPET: 1314
1.62	O
mmol	O
)	O
.	O
The	O
reaction	O
mixture	O
was	O
degassed	O
under	O
vacuum	O
,	O
backfilled	O
with	O
nitrogen	B-OTHER_COMPOUND
,	O
capped	O
in	O
a	O
2-mL	O
microwave	O
vial	O
,	O
and	O
heated	B-REACTION_STEP
at	O
160°	B-TEMPERATURE
C	I-TEMPERATURE
.	O
for	O
20	B-TIME
minutes	I-TIME
in	O
a	O
Biotage	O
Initiator®	O
microwave	O
reactor	O
with	O
external	O
IR-sensor	O
temperature	O
monitoring	O
from	O
the	O
side	O
of	O
the	O
vessel	O
.	O
The	O
reaction	O
mixture	O
was	O
diluted	B-WORKUP
with	O
ethyl	B-OTHER_COMPOUND
acetate	I-OTHER_COMPOUND
while	O
stirring	O
vigorously	O
and	O
then	O
filtered	B-WORKUP
through	O
Celite®	B-OTHER_COMPOUND
washing	B-WORKUP
with	O
ethyl	B-OTHER_COMPOUND
acetate	I-OTHER_COMPOUND
.	O
The	O
filtrate	O
was	O
washed	B-WORKUP
with	O
brine	B-OTHER_COMPOUND
.	O
The	O
organic	O
phase	O
was	O
dried	B-WORKUP
over	O
magnesium	B-OTHER_COMPOUND
sulfate	I-OTHER_COMPOUND
,	O
filtered	O
,	O
and	O
concentrated	O
.	O
Purification	B-WORKUP
by	O
flash	O
column	O
chromatography	O
using	O
0-25	O
%	O
ethyl	B-OTHER_COMPOUND
acetate	I-OTHER_COMPOUND
/	O
hexanes	B-OTHER_COMPOUND
as	O
eluent	O
provided	B-REACTION_STEP
the	O
title	B-REACTION_PRODUCT
compound	I-REACTION_PRODUCT
as	O
a	O
mixture	O
of	O
amide	O
rotamers	O
as	O
a	O
beige	O
solid	O
(	O
0.051	B-YIELD_OTHER
g	I-YIELD_OTHER
,	O
47%	B-YIELD_PERCENT
)	O
:	O
SNIPPET: 0757
Intermediate	O
10C	B-OTHER_COMPOUND
3-(((tert-butyldimethylsilyl)oxy)methyl)-2-methoxy-5-(prop-1-en-2-yl)pyridine	B-REACTION_PRODUCT
5-Bromo-3-(((tert-butyldimethylsilyl)oxy)methyl)-2-methoxypyridine	B-STARTING_MATERIAL
(	O
0.500	O
g	O
,	O
1.505	O
mmol	O
)	O
,	O
4,4,5,5-tetramethyl-2-(prop-1-en-2-yl)-1,3,2-dioxaborolane	B-STARTING_MATERIAL
(	O
0.329	O
g	O
,	O
1.956	O
mmol	O
)	O
,	O
and	O
Pd(PPh3)4	B-REAGENT_CATALYST
(	O
tetrakis(triphenylphosphine)palladium(0)	B-REAGENT_CATALYST
)	O
,	O
0.174	O
g	O
,	O
0.150	O
mmol	O
)	O
were	O
treated	B-REACTION_STEP
with	O
dioxane	B-SOLVENT
(	O
12	O
mL	O
)	O
and	O
a	O
solution	O
of	O
potassium	B-REAGENT_CATALYST
carbonate	I-REAGENT_CATALYST
(	O
0.416	O
g	O
,	O
3.01	O
mmol	O
)	O
in	O
water	B-SOLVENT
(	O
3	O
mL	O
)	O
,	O
and	O
the	O
reaction	O
mixture	O
was	O
heated	B-REACTION_STEP
overnight	O
at	O
100°	B-TEMPERATURE
C	I-TEMPERATURE
.	O
After	O
this	O
time	O
,	O
the	O
reaction	O
mixture	O
was	O
diluted	B-WORKUP
with	O
ethyl	B-OTHER_COMPOUND
acetate	I-OTHER_COMPOUND
and	O
washed	B-WORKUP
three	O
times	O
with	O
water	B-OTHER_COMPOUND
and	O
once	O
with	O
brine	B-OTHER_COMPOUND
.	O
After	O
drying	B-WORKUP
over	O
Na2SO4	B-OTHER_COMPOUND
,	O
filtering	O
,	O
and	O
concentrating	O
in	O
vacuo	O
,	O
the	O
crude	O
material	O
was	O
chromatographed	B-WORKUP
on	O
silica	B-OTHER_COMPOUND
gel	I-OTHER_COMPOUND
,	O
eluting	O
with	O
0	O
to	O
10	O
%	O
ethyl	B-OTHER_COMPOUND
acetate	I-OTHER_COMPOUND
-	O
heptanes	B-OTHER_COMPOUND
,	O
to	O
provide	B-REACTION_STEP
the	O
title	B-REACTION_PRODUCT
compound	I-REACTION_PRODUCT
3-(((tert-butyldimethylsilyl)oxy)methyl)-2-methoxy-5-(prop-1-en-2-yl)pyridine	B-REACTION_PRODUCT
(	O
0.376	B-YIELD_OTHER
g	I-YIELD_OTHER
,	O
85%	B-YIELD_PERCENT
yield	O
)	O
.	O
SNIPPET: 1204
Preparation	O
of	O
(1S,3R)-1-(4-bromo-2-methoxyphenyl)-2-((1-fluorocyclopropyl)	B-REACTION_PRODUCT
methyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-6-amine	I-REACTION_PRODUCT
(R)-3-(2-(((1-Fluorocyclopropyl)methyl)amino)propyl)-2-methyl	B-STARTING_MATERIAL
aniline	I-STARTING_MATERIAL
(	O
451	O
mg	O
,	O
1.91	O
mmol	O
)	O
and	O
4-bromo-2-methoxybenzaldehyde	B-STARTING_MATERIAL
(	O
410	O
mg	O
,	O
1.91	O
mmol	O
)	O
in	O
a	O
mixture	O
of	O
water	B-SOLVENT
(	O
172	O
mg	O
,	O
9.54	O
mmol	O
)	O
and	O
acetic	B-REAGENT_CATALYST
acid	I-REAGENT_CATALYST
(	O
7.5	O
mL	O
)	O
were	O
heated	B-REACTION_STEP
at	O
80°	B-TEMPERATURE
C	I-TEMPERATURE
.	O
for	O
6	B-TIME
hours	I-TIME
.	O
The	O
reaction	O
was	O
concentrated	O
under	O
reduced	O
pressure	O
,	O
and	O
the	O
resulting	O
residue	O
was	O
treated	B-REACTION_STEP
with	O
aqueous	B-SOLVENT
HCl	B-REAGENT_CATALYST
(	O
1N	O
;	O
18	O
mL	O
)	O
.	O
The	O
mixture	O
was	O
stirred	B-REACTION_STEP
at	O
80°	B-TEMPERATURE
C	I-TEMPERATURE
.	O
for	O
18	B-TIME
hours	I-TIME
.	O
The	O
reaction	O
was	O
then	O
cooled	O
and	O
saturated	O
aqueous	B-OTHER_COMPOUND
NaHCO3	B-OTHER_COMPOUND
was	O
added	B-WORKUP
.	O
The	O
mixture	O
was	O
extracted	B-WORKUP
with	O
DCM	B-OTHER_COMPOUND
,	O
and	O
the	O
organic	O
layer	O
was	O
concentrated	O
under	O
reduced	O
pressure	O
.	O
The	O
resulting	O
residue	O
was	O
purified	B-WORKUP
flash	O
silica	B-OTHER_COMPOUND
chromatography	O
,	O
elution	O
gradient	O
5	O
to	O
35	O
%	O
ethyl	B-OTHER_COMPOUND
acetate	I-OTHER_COMPOUND
in	O
hexanes	B-OTHER_COMPOUND
,	O
to	O
afford	B-REACTION_STEP
(1S,3R)-1-(4-bromo-2-methoxyphenyl)-2-((1-fluorocyclopropyl)methyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-6-amine	B-REACTION_PRODUCT
(	O
591	B-YIELD_OTHER
mg	I-YIELD_OTHER
,	O
71.5%	B-YIELD_PERCENT
)	O
as	O
a	O
gummy	O
film	O
.	O
SNIPPET: 0844
Preparation	O
Example	O
16	B-EXAMPLE_LABEL
Preparation	O
of	O
Compound	B-REACTION_PRODUCT
16	I-REACTION_PRODUCT
After	O
completely	O
dissolving	B-REACTION_STEP
Compound	B-STARTING_MATERIAL
A	I-STARTING_MATERIAL
(	O
10.0	O
g	O
,	O
17.92	O
mmol	O
)	O
and	O
diphenylamine	B-STARTING_MATERIAL
(	O
2.81	O
g	O
,	O
20.61	O
mmol	O
)	O
in	O
320	O
ml	O
of	O
xylene	B-SOLVENT
in	O
a	O
500	O
ml	O
round	O
bottom	O
flask	O
under	O
nitrogen	B-OTHER_COMPOUND
atmosphere	O
,	O
sodium	B-REAGENT_CATALYST
tert-butoxide	I-REAGENT_CATALYST
(	O
2.24	O
g	O
,	O
23.29	O
mol	O
)	O
and	O
then	O
bis(tri-tert-butylphosphine)	B-REAGENT_CATALYST
palladium(0)	I-REAGENT_CATALYST
(	O
0.09	O
g	O
,	O
0.19	O
mmol	O
)	O
were	O
added	B-REACTION_STEP
thereto	O
,	O
and	O
the	O
result	O
was	O
heated	O
and	O
stirred	B-REACTION_STEP
for	O
3	B-TIME
hours	I-TIME
.	O
After	O
lowering	B-WORKUP
the	O
temperature	O
to	O
room	B-TEMPERATURE
temperature	I-TEMPERATURE
,	O
the	O
result	O
was	O
filtered	O
to	O
remove	O
the	O
base	O
,	O
the	O
xylene	B-OTHER_COMPOUND
was	O
vacuum	O
concentrated	B-WORKUP
,	O
and	O
the	O
result	O
was	O
columned	B-WORKUP
using	O
tetrahydrofuran	B-OTHER_COMPOUND
:	O
hexane	B-OTHER_COMPOUND
=1:18	O
to	O
prepare	B-REACTION_STEP
Compound	B-REACTION_PRODUCT
16	I-REACTION_PRODUCT
(	O
9.92	B-YIELD_OTHER
g	I-YIELD_OTHER
,	O
yield	O
:	O
86%	B-YIELD_PERCENT
)	O
.	O
MS	O
[	O
M+H	O
]	O
+=646	O
SNIPPET: 0145
Step	O
1	B-EXAMPLE_LABEL
.	O
N-(5-bromo-2-fluoropyridin-3-yl)ethanesulfonamide	B-REACTION_PRODUCT
To	O
a	O
solution	O
of	O
5-bromo-2-fluoropyridin-3-amine	B-STARTING_MATERIAL
(	O
3	O
g	O
,	O
20	O
mmol	O
)	O
in	O
pyridine	B-REAGENT_CATALYST
(	O
10	O
mL	O
)	O
and	O
DCM	B-SOLVENT
(	O
20	O
mL	O
)	O
at	O
room	B-TEMPERATURE
temperature	I-TEMPERATURE
was	O
added	B-REACTION_STEP
ethanesulfonyl	B-STARTING_MATERIAL
chloride	I-STARTING_MATERIAL
(	O
2.2	O
mL	O
,	O
24	O
mmol	O
)	O
.	O
After	O
stirring	B-REACTION_STEP
for	O
30	B-TIME
min	I-TIME
,	O
the	O
solvent	O
was	O
evaporated	O
.	O
The	O
resulting	O
residue	O
was	O
diluted	B-WORKUP
with	O
MeOH	B-OTHER_COMPOUND
(	O
4	O
mL	O
)	O
and	O
partitioned	B-WORKUP
between	O
EtOAc	B-OTHER_COMPOUND
and	O
brine	B-OTHER_COMPOUND
.	O
The	O
organic	O
layer	O
was	O
separated	O
,	O
and	O
the	O
aq	O
.	O
layer	O
was	O
extracted	B-WORKUP
with	O
EtOAc	B-OTHER_COMPOUND
.	O
The	O
combined	O
organic	O
layers	O
were	O
dried	B-WORKUP
over	O
Na2SO4	B-OTHER_COMPOUND
,	O
filtered	O
,	O
and	O
concentrated	O
.	O
Purification	B-WORKUP
via	O
silica	B-OTHER_COMPOUND
gel	I-OTHER_COMPOUND
chromatography	O
afforded	B-REACTION_STEP
the	O
title	B-REACTION_PRODUCT
compound	I-REACTION_PRODUCT
(	O
2	B-YIELD_OTHER
g	I-YIELD_OTHER
,	O
40%	B-YIELD_PERCENT
)	O
.	O
LCMS	O
for	O
C7H9BrFN2O2S	O
(	O
M+H	O
)	O
+	O
:	O
calculated	O
m/z=283.0	O
,	O
285.0	O
;	O
found	O
283.0	O
,	O
284.9	O
.	O
SNIPPET: 1088
(	O
Reference	O
Example	O
19	B-EXAMPLE_LABEL
)	O
Synthesis	O
of	O
1-propyl-1H-imidazole-2-carbaldehyde	B-REACTION_PRODUCT
:	O
A	O
solution	O
of	O
1-propyl-1H-imidazole	B-STARTING_MATERIAL
(	O
1.67	O
g	O
,	O
15.2	O
mmol	O
)	O
in	O
tetrahydrofuran	B-SOLVENT
(	O
30.4	O
mL	O
)	O
was	O
cooled	B-REACTION_STEP
to	O
-78°C	B-TEMPERATURE
.	O
n-Butyllithium	B-REAGENT_CATALYST
(	O
1.62	O
M	O
n-hexane	B-SOLVENT
solution	O
,	O
10.3	O
mL	O
,	O
16.7	O
mmol	O
)	O
was	O
added	B-REACTION_STEP
to	O
the	O
reaction	O
liquid	O
at	O
-78°C	B-TEMPERATURE
.	O
The	O
reaction	O
liquid	O
was	O
stirred	B-REACTION_STEP
at	O
the	O
same	O
temperature	O
for	O
1	B-TIME
hour	I-TIME
and	O
then	O
N,N-dimethylformamide	B-STARTING_MATERIAL
(	O
1.41	O
mL	O
,	O
18.2	O
mmol	O
)	O
was	O
added	B-REACTION_STEP
at	O
-78°C	B-TEMPERATURE
.	O
After	O
the	O
reaction	O
liquid	O
was	O
stirred	B-REACTION_STEP
at	O
the	O
same	O
temperature	O
for	O
1	B-TIME
hour	I-TIME
,	O
the	O
temperature	O
of	O
the	O
reaction	O
liquid	O
was	O
raised	B-REACTION_STEP
to	O
room	B-TEMPERATURE
temperature	I-TEMPERATURE
.	O
A	O
saturated	O
aqueous	B-OTHER_COMPOUND
solution	O
of	O
ammonium	B-OTHER_COMPOUND
chloride	I-OTHER_COMPOUND
was	O
added	B-WORKUP
to	O
the	O
reaction	O
liquid	O
and	O
then	O
ethyl	B-OTHER_COMPOUND
acetate	I-OTHER_COMPOUND
was	O
added	B-WORKUP
.	O
The	O
organic	O
layer	O
was	O
washed	B-WORKUP
with	O
a	O
10	O
%	O
aqueous	B-OTHER_COMPOUND
solution	O
of	O
sodium	B-OTHER_COMPOUND
chloride	I-OTHER_COMPOUND
and	O
then	O
dried	B-WORKUP
over	O
anhydrous	O
sodium	B-OTHER_COMPOUND
sulfate	I-OTHER_COMPOUND
and	O
filtered	O
.	O
The	O
filtrate	O
was	O
concentrated	O
under	O
reduced	O
pressure	O
.	O
The	O
residue	O
was	O
purified	B-WORKUP
by	O
flash	O
column	O
chromatography	O
(	O
silica	B-OTHER_COMPOUND
gel	I-OTHER_COMPOUND
,	O
n-hexane	B-OTHER_COMPOUND
/	O
ethyl	B-OTHER_COMPOUND
acetate	I-OTHER_COMPOUND
)	O
to	O
obtain	B-REACTION_STEP
1-propyl-1H-imidazole-2-carbaldehyde	B-REACTION_PRODUCT
(	O
0.492	B-YIELD_OTHER
g	I-YIELD_OTHER
,	O
3.56	B-YIELD_OTHER
mmol	I-YIELD_OTHER
,	O
24%	B-YIELD_PERCENT
)	O
as	O
a	O
colorless	O
oil	O
.	O
SNIPPET: 0930
Step	O
C	B-EXAMPLE_LABEL
:	O
Methyl	B-REACTION_PRODUCT
3-(prop-1-en-2-yl)-1-(thiophen-3-yl)-1H-indazole-6-carboxylate	I-REACTION_PRODUCT
Methyl	B-STARTING_MATERIAL
3-bromo-1-(thiophen-3-yl)-1H-indazole-6-carboxylate	I-STARTING_MATERIAL
(	O
1.414	O
g	O
,	O
4.19	O
mmol	O
)	O
,	O
2-isopropenyl-4,4,5,5-tetramethyl-1,3,2-dioxaborolane	B-STARTING_MATERIAL
(	O
1.58	O
ml	O
,	O
8.41	O
mmol	O
)	O
,	O
diisopropylamine	B-REAGENT_CATALYST
(	O
1.18	O
ml	O
,	O
8.40	O
mmol	O
)	O
,	O
"triphenylphosphine-3,3',3""-trisulfonic"	B-REAGENT_CATALYST
acid	I-REAGENT_CATALYST
trisodium	I-REAGENT_CATALYST
salt	I-REAGENT_CATALYST
hydrate	I-REAGENT_CATALYST
(	O
275.8	O
mg	O
,	O
0.431	O
mmol	O
)	O
,	O
and	O
palladium(II)	B-REAGENT_CATALYST
acetate	I-REAGENT_CATALYST
(	O
48.3	O
mg	O
,	O
0.215	O
mmol	O
)	O
were	O
dissolved	B-REACTION_STEP
in	O
N,N-dimethylformamide	B-SOLVENT
(	O
15	O
ml	O
)	O
/	O
water	B-SOLVENT
(	O
5	O
mL	O
)	O
,	O
placed	O
in	O
a	O
sealed	O
tube	O
and	O
heated	B-REACTION_STEP
to	O
100	B-TEMPERATURE
°C	I-TEMPERATURE
for	O
4	B-TIME
h	I-TIME
.	O
The	O
reaction	O
was	O
stopped	O
,	O
cooled	B-WORKUP
to	O
room	B-TEMPERATURE
temperature	I-TEMPERATURE
,	O
quenched	B-WORKUP
by	O
addition	O
of	O
saturated	O
aqueous	B-OTHER_COMPOUND
ammonium	B-OTHER_COMPOUND
chloride	I-OTHER_COMPOUND
(	O
20	O
mL	O
)	O
,	O
and	O
the	O
mixture	O
extracted	B-WORKUP
with	O
ethyl	B-OTHER_COMPOUND
acetate	I-OTHER_COMPOUND
(	O
3	O
x	O
20	O
mL	O
)	O
.	O
The	O
combined	O
organic	O
phases	O
were	O
washed	B-WORKUP
with	O
saturated	O
aqueous	B-OTHER_COMPOUND
sodium	B-OTHER_COMPOUND
chloride	I-OTHER_COMPOUND
(	O
1	O
x	O
15	O
mL	O
)	O
,	O
dried	B-WORKUP
(	O
sodium	B-OTHER_COMPOUND
sulfate	I-OTHER_COMPOUND
)	O
,	O
filtered	O
,	O
and	O
the	O
solvent	O
evaporated	O
under	O
reduced	O
pressure	O
.	O
The	O
crude	O
product	O
was	O
purified	B-WORKUP
by	O
flash	O
chromatography	O
(	O
RediSep	O
SiO2	B-OTHER_COMPOUND
,	O
330	O
g	O
column	O
)	O
on	O
a	O
CombiFlash	O
Rf	O
purification	O
system	O
eluting	O
with	O
ethyl	B-OTHER_COMPOUND
acetate	I-OTHER_COMPOUND
-	O
hexanes	B-OTHER_COMPOUND
(	O
0-15	O
%	O
)	O
.	O
The	O
title	B-REACTION_PRODUCT
compound	I-REACTION_PRODUCT
(	O
1.0847	B-YIELD_OTHER
g	I-YIELD_OTHER
,	O
3.64	B-YIELD_OTHER
mmol	I-YIELD_OTHER
,	O
87	B-YIELD_PERCENT
%	I-YIELD_PERCENT
yield	O
)	O
was	O
recovered	B-REACTION_STEP
as	O
a	O
white	O
solid	O
.	O
SNIPPET: 1249
(	O
Example	O
57	B-EXAMPLE_LABEL
)	O
Step	O
1	B-EXAMPLE_LABEL
In	O
the	O
same	O
manner	O
as	O
steps	O
4	O
and	O
5	O
of	O
Example	O
53	O
,	O
Compound	O
I-308	B-REACTION_PRODUCT
(	O
71.6	B-YIELD_OTHER
mg	I-YIELD_OTHER
,	O
0.123	B-YIELD_OTHER
mmol	I-YIELD_OTHER
,	O
65%	B-YIELD_PERCENT
yield	O
)	O
was	O
obtained	B-REACTION_STEP
as	O
a	O
yellow	O
solid	O
from	O
Compound	O
202	B-STARTING_MATERIAL
(	O
100	O
mg	O
,	O
0.189	O
mmol	O
)	O
and	O
Compound	O
209	B-STARTING_MATERIAL
(	O
0.128	O
mL	O
,	O
1.892	O
mmol	O
)	O
.	O
SNIPPET: 1444
Step	O
1	B-EXAMPLE_LABEL
.	O
5-(2-Fluorophenyl)-1H-pyrazolo[4,3-b]pyridine	B-REACTION_PRODUCT
To	O
a	O
solution	O
of	O
5-chloro-1H-pyrazolo[4,3-b]pyridine	B-STARTING_MATERIAL
(	O
500	O
mg	O
,	O
3.29	O
mmol	O
)	O
in	O
1,4-dioxane	B-SOLVENT
(	O
20	O
mL	O
)	O
and	O
water	B-SOLVENT
(	O
5	O
mL	O
)	O
were	O
added	B-REACTION_STEP
(	O
2-fluorophenyl)boronic	B-STARTING_MATERIAL
acid	I-STARTING_MATERIAL
(	O
500	O
mg	O
,	O
3.57	O
mmol	O
)	O
,	O
potassium	B-REAGENT_CATALYST
phosphate	I-REAGENT_CATALYST
(	O
1.4	O
g	O
,	O
6.5	O
mmol	O
)	O
and	O
(2'-aminobiphenyl-2-yl)(chloro)(dicyclohexyl(2',4',6'-triisopropylbiphenyl-2-yl)phosphoranylidene)palladium	B-REAGENT_CATALYST
(	O
100	O
mg	O
,	O
0.127	O
mmol	O
)	O
.	O
The	O
reaction	O
was	O
degassed	O
and	O
backfilled	B-REACTION_STEP
