SNIPPET: 0049
10	O
mL	O
at	O
room	B-TEMPERATURE
temperature	I-TEMPERATURE
and	O
the	O
mixture	O
was	O
heated	B-REACTION_STEP
under	O
reflux	B-TEMPERATURE
for	O
5	B-TIME
hours	I-TIME
and	O
cooled	B-WORKUP
down	O
to	O
room	B-TEMPERATURE
temperature	I-TEMPERATURE
.	O
Water	B-OTHER_COMPOUND
was	O
added	B-WORKUP
to	O
the	O
reaction	O
mixture	O
followed	O
by	O
extraction	B-WORKUP
with	O
ethyl	B-OTHER_COMPOUND
acetate	I-OTHER_COMPOUND
.	O
The	O
organic	O
layer	O
was	O
washed	B-WORKUP
with	O
saturated	O
aqueous	B-OTHER_COMPOUND
sodium	B-OTHER_COMPOUND
chloride	I-OTHER_COMPOUND
solution	O
dried	B-WORKUP
with	O
magnesium	B-OTHER_COMPOUND
sulfate	I-OTHER_COMPOUND
anhydrous	O
filtered	O
and	O
then	O
concentrated	O
under	O
reduced	O
pressure	O
.	O
The	O
title	B-REACTION_PRODUCT
compound	I-REACTION_PRODUCT
was	O
used	B-REACTION_STEP
without	O
further	O
purification	O
0.150	B-YIELD_OTHER
g	I-YIELD_OTHER
94.9%	B-YIELD_PERCENT
as	O
colorless	O
oil	O
.	O
SNIPPET: 0016
a	B-EXAMPLE_LABEL
.	O
27bromo23dihydrobenzofuran5ylethan1ol	B-OTHER_COMPOUND
To	O
a	O
solution	O
of	O
223dihydrobenzofuran5ylacetic	B-STARTING_MATERIAL
acid	I-STARTING_MATERIAL
4	O
g	O
22.4	O
mmol	O
in	O
methanol	B-STARTING_MATERIAL
40	O
mL	O
was	O
added	B-REACTION_STEP
sulfuric	B-REAGENT_CATALYST
acid	I-REAGENT_CATALYST
219	O
mg	O
2.24	O
mmol	O
.	O
The	O
reaction	O
mixture	O
was	O
heated	B-REACTION_STEP
to	O
70°	B-TEMPERATURE
C	I-TEMPERATURE
.	O
and	O
stirred	B-REACTION_STEP
at	O
that	O
temperature	O
for	O
2	B-TIME
h	I-TIME
.	O
The	O
mixture	O
was	O
concentrated	O
and	O
the	O
residue	O
was	O
added	B-WORKUP
ethyl	B-OTHER_COMPOUND
acetate	I-OTHER_COMPOUND
50	O
mL	O
.	O
The	O
solution	O
was	O
washed	B-WORKUP
with	O
brine	B-OTHER_COMPOUND
then	O
the	O
organic	O
phase	O
was	O
dried	B-WORKUP
over	O
anhydrous	O
sodium	B-OTHER_COMPOUND
sulfate	I-OTHER_COMPOUND
filtered	O
and	O
concentrated	O
in	O
vacuo	O
to	O
provide	B-REACTION_STEP
methyl	B-REACTION_PRODUCT
223dihydrobenzofuran5ylacetate	I-REACTION_PRODUCT
4.0	B-YIELD_OTHER
g	I-YIELD_OTHER
yield	O
93%	B-YIELD_PERCENT
as	O
a	O
yellow	O
oil	O
.	O
SNIPPET: 0026
Example	O
15A	B-EXAMPLE_LABEL
12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic	B-REACTION_PRODUCT
acid	I-REACTION_PRODUCT
75	O
ml	O
of	O
trifluoroacetic	B-REAGENT_CATALYST
acid	I-REAGENT_CATALYST
were	O
added	B-REACTION_STEP
to	O
a	O
solution	O
of	O
5.0	O
g	O
11.2	O
mmol	O
of	O
the	O
compound	B-STARTING_MATERIAL
from	I-STARTING_MATERIAL
Ex.	I-STARTING_MATERIAL
10A	I-STARTING_MATERIAL
in	O
225	O
ml	O
of	O
dichloromethane	B-SOLVENT
and	O
the	O
mixture	O
was	O
stirred	B-REACTION_STEP
at	O
RT	B-TEMPERATURE
for	O
2	B-TIME
h	I-TIME
.	O
The	O
reaction	O
mixture	O
was	O
then	O
concentrated	O
to	O
dryness	O
on	O
a	O
rotary	O
evaporator	O
.	O
The	O
remaining	O
residue	O
was	O
stirred	B-WORKUP
in	O
diethyl	B-OTHER_COMPOUND
ether	I-OTHER_COMPOUND
and	O
filtered	O
off	O
with	O
suction	O
and	O
the	O
solid	O
was	O
dried	O
under	O
high	O
vacuum	O
.	O
4.1	B-YIELD_OTHER
g	I-YIELD_OTHER
92%	B-YIELD_PERCENT
of	O
theory	O
of	O
the	O
title	B-REACTION_PRODUCT
compound	I-REACTION_PRODUCT
were	O
obtained	B-REACTION_STEP
.	O
SNIPPET: 0023
Step	O
3	B-EXAMPLE_LABEL
63chloro4fluorophenylcarbonyl1oxa6azaspiro2.5octane2carbonitril	B-REACTION_PRODUCT
To	O
a	O
solution	O
of	O
13chloro4fluorophenyl	B-STARTING_MATERIAL
carbonyl	I-STARTING_MATERIAL
piperidin4one	I-STARTING_MATERIAL
Example	O
1	O
Step	O
2	O
2	O
g	O
7.8	O
mmol	O
1.00	O
equiv	O
in	O
dichloromethane	B-SOLVENT
20	O
mL	O
was	O
added	B-REACTION_STEP
sodium	B-REAGENT_CATALYST
hydroxide	I-REAGENT_CATALYST
30.5	O
%	O
in	O
H2O	B-SOLVENT
5.4	O
mL	O
7.00	O
equiv	O
TBAC	B-REAGENT_CATALYST
108	O
mg	O
0.38	O
mmol	O
0.05	O
equiv	O
and	O
2chloroacetonitrile	B-STARTING_MATERIAL
1.18	O
g	O
15.6	O
mmol	O
2.00	O
equiv	O
at	O
0°	B-TEMPERATURE
C	I-TEMPERATURE
.	O
The	O
reaction	O
solution	O
was	O
stirred	B-REACTION_STEP
for	O
1	B-TIME
h	I-TIME
at	O
room	B-TEMPERATURE
temperature	I-TEMPERATURE
.	O
The	O
resulting	O
solution	O
was	O
diluted	B-WORKUP
with	O
water	B-OTHER_COMPOUND
100	O
mL	O
.	O
The	O
resulting	O
solution	O
was	O
extracted	B-WORKUP
with	O
dichloromethane	B-OTHER_COMPOUND
3×100	O
mL	O
.	O
The	O
organic	O
layers	O
were	O
washed	B-WORKUP
with	O
brine	B-OTHER_COMPOUND
3×50	O
mL	O
.	O
The	O
mixture	O
was	O
dried	B-WORKUP
over	O
anhydrous	O
sodium	B-OTHER_COMPOUND
sulfate	I-OTHER_COMPOUND
and	O
concentrated	O
under	O
vacuum	O
to	O
afford	B-REACTION_STEP
1.1	B-YIELD_OTHER
g	I-YIELD_OTHER
48%	B-YIELD_PERCENT
of	O
63chloro4fluorophenylcarbonyl1oxa6azaspiro2.5octane2carbonitril	B-REACTION_PRODUCT
as	O
a	O
brown	O
solid	O
.	O
SNIPPET: 0014
Synthesis	O
of	O
compound	O
50e	B-REACTION_PRODUCT
A	O
mixture	O
of	O
compound	O
50f	B-STARTING_MATERIAL
and	O
water	B-SOLVENT
40mL	O
was	O
heated	B-REACTION_STEP
to	O
reflux	B-TEMPERATURE
for	O
2hrs	B-TIME
cooled	B-WORKUP
to	O
room	B-TEMPERATURE
temperature	I-TEMPERATURE
white	O
solid	O
was	O
precipitated	O
and	O
filtered	O
out	O
.	O
Solid	O
was	O
washed	B-WORKUP
with	O
water	B-OTHER_COMPOUND
20mL×3	O
dried	O
under	O
vacuum	O
to	O
give	B-REACTION_STEP
compound	O
50e	B-REACTION_PRODUCT
1.6g	B-YIELD_OTHER
yield	O
64%	B-YIELD_PERCENT
.	O
The	O
product	O
was	O
used	O
directly	O
for	O
the	O
next	O
step	O
without	O
further	O
purification	O
.	O
SNIPPET: 0033
n.	O
PREPARATION	O
OF	O
S335DIFLUOROPHENYLN2R6S8AS14AS20S23AS26DIMETHYL58141923PENTAOXOOCTADECAHYDRO1H5H14H19HPYRIDO21IDIPYRROLO21C21LOXA471013TETRAAZACYCLOHEXADECIN20YL234ETHYLPHENYLUREIDOPROPANAMIDE	B-REACTION_PRODUCT
COMPOUND	O
14	B-REACTION_PRODUCT
.	O
Compound	O
14	B-REACTION_PRODUCT
was	O
synthesized	B-REACTION_STEP
from	O
compound	O
C	B-STARTING_MATERIAL
70	O
mg	O
0.100	O
mmol	O
1ethyl4isocyanatobenzene	B-STARTING_MATERIAL
17.7	O
mg	O
0.12	O
mmol	O
and	O
triethylamine	B-REAGENT_CATALYST
66	O
μL	O
0.482	O
mmol	O
following	O
the	O
general	O
synthesis	O
method	O
as	O
described	O
herein	O
above	O
.	O
Compound	O
14	B-REACTION_PRODUCT
was	O
provided	B-REACTION_STEP
as	O
a	O
ligh	O
yellow	O
solid	O
35.7	B-YIELD_OTHER
mg	I-YIELD_OTHER
44%	B-YIELD_PERCENT
;	O
SNIPPET: 0039
Example	O
29	B-EXAMPLE_LABEL
.	O
RNmethylN1piperidine1ylsulfonylpyrrolidine3yl7Hpyrrolo23dpyrimidine4amine	B-REACTION_PRODUCT
70.0	O
mg	O
of	O
RNmethylNpyrrolidine3yl7Hpyrrolo23dpyrimidine4amine	B-STARTING_MATERIAL
was	O
added	B-REACTION_STEP
to	O
a	O
5mL	O
roundbottomed	O
flask	O
and	O
then	O
dissolved	B-REACTION_STEP
with	O
1.00	O
mL	O
of	O
dichloromethane	B-SOLVENT
CH2Cl2	B-SOLVENT
.	O
After	O
0.0450	O
mL	O
of	O
piperidine1sulfonyl	B-STARTING_MATERIAL
chloride	I-STARTING_MATERIAL
was	O
added	B-REACTION_STEP
thereto	O
the	O
reaction	O
mixture	O
was	O
treated	B-REACTION_STEP
with	O
0.0590	O
mL	O
of	O
NNdiisopropylethylamine	B-REAGENT_CATALYST
and	O
then	O
stirred	B-REACTION_STEP
overnight	O
at	O
room	B-TEMPERATURE
temperature	I-TEMPERATURE
.	O
The	O
reaction	O
mixture	O
was	O
concentrated	O
under	O
reduced	O
pressure	O
and	O
then	O
the	O
resulting	O
residue	O
was	O
purified	B-WORKUP
by	O
flash	O
column	O
chromatography	O
MeOH	B-OTHER_COMPOUND
CH2Cl2	B-OTHER_COMPOUND
=298	O
.	O
The	O
resulting	O
fraction	O
was	O
concentrated	O
under	O
reduced	O
pressure	O
and	O
then	O
further	O
under	O
vacuum	O
.	O
As	O
a	O
result	O
91.0	B-YIELD_OTHER
mg	I-YIELD_OTHER
of	O
RNmethylN1piperidine1ylsulfonylpyrrolidine3yl7Hpyrrolo23dpyrimidine4amine	B-REACTION_PRODUCT
was	O
obtained	B-REACTION_STEP
with	O
a	O
yield	O
of	O
about	O
77.8%	B-YIELD_PERCENT
.	O
SNIPPET: 0037
Example	O
19	B-EXAMPLE_LABEL
Preparation	O
of	O
N46S8R722difluoropropyl8methyl6789tetrahydro3Hpyrazolo43fisoquinolin6yl3methoxyphenyl13fluoropropylazetidin3amine	B-REACTION_PRODUCT
DMF	B-SOLVENT
2	O
mL	O
and	O
DIPEA	B-REAGENT_CATALYST
0.074	O
mL	O
0.42	O
mmol	O
were	O
added	B-REACTION_STEP
sequentially	O
to	O
a	O
flask	O
charged	B-REACTION_STEP
with	O
N46S8R722difluoropropyl8methyl6789tetrahydro3Hpyrazolo43fisoquinolin6yl3methoxyphenylazetidin3amine	B-STARTING_MATERIAL
75	O
mg	O
0.17	O
mmol	O
.	O
1Fluoro3iodopropane	B-STARTING_MATERIAL
31.9	O
mg	O
0.17	O
mmol	O
in	O
DMF	B-SOLVENT
0.1	O
mL	O
was	O
then	O
added	B-REACTION_STEP
and	O
stirring	B-REACTION_STEP
was	O
continued	O
for	O
2	B-TIME
hours	I-TIME
.	O
The	O
reaction	O
was	O
stopped	O
diluted	B-WORKUP
with	O
saturated	O
aqueous	B-OTHER_COMPOUND
sodium	B-OTHER_COMPOUND
chloride	I-OTHER_COMPOUND
and	O
the	O
compound	O
was	O
extracted	B-WORKUP
in	O
EtOAC	B-OTHER_COMPOUND
×3	O
.	O
The	O
combined	O
extracts	O
were	O
washed	B-WORKUP
with	O
water	B-OTHER_COMPOUND
and	O
dried	B-WORKUP
over	O
sodium	B-OTHER_COMPOUND
sulfate	I-OTHER_COMPOUND
filtered	O
and	O
concentrated	O
under	O
reduced	O
pressure	O
to	O
afford	O
a	O
film	O
.	O
This	O
material	O
was	O
purified	B-WORKUP
by	O
flash	O
silica	B-OTHER_COMPOUND
chromatography	O
eluting	O
with	O
2	O
to	O
10	O
%	O
methanol	B-OTHER_COMPOUND
containing	O
1	O
%	O
ammonium	B-OTHER_COMPOUND
hydroxide	I-OTHER_COMPOUND
in	O
DCM	B-OTHER_COMPOUND
to	O
afford	B-REACTION_STEP
N46S8R722difluoropropyl8methyl6789tetrahydro3Hpyrazolo43fisoquinolin6yl3methoxyphenyl13fluoropropylazetidin3amine	B-REACTION_PRODUCT
43	B-YIELD_OTHER
mg	I-YIELD_OTHER
51%	B-YIELD_PERCENT
.	O
SNIPPET: 0028
Example	O
8	B-EXAMPLE_LABEL
Synthesis	O
of	O
R3aminoquinuclidine.monosulfate	B-REACTION_PRODUCT
Toluene	B-SOLVENT
solution	O
22.84	O
g	O
containing	O
R3aminoquinuclidine	B-STARTING_MATERIAL
3.50	O
g27.7	O
mmol	O
was	O
charged	B-REACTION_STEP
into	O
a	O
50	O
mLflask	O
equipped	O
with	O
a	O
mechanical	O
stirrer	O
a	O
thermometer	O
and	O
a	O
cooling	O
line	O
and	O
95	O
%	O
sulfuric	B-REAGENT_CATALYST
acid	I-REAGENT_CATALYST
2.87	O
g	O
27.8	O
mmol	O
was	O
added	B-REACTION_STEP
thereto	O
while	O
stirring	O
on	O
ice	O
.	O
Precipitated	O
crystals	O
were	O
filtered	O
and	O
then	O
dried	B-WORKUP
under	O
reduced	O
pressure	O
at	O
60°	B-TEMPERATURE
C	I-TEMPERATURE
.	O
to	O
obtain	B-REACTION_STEP
R3aminoquinuclidine.monosulfate	B-REACTION_PRODUCT
4.85	B-YIELD_OTHER
g	I-YIELD_OTHER
21.6	B-YIELD_OTHER
mmol	I-YIELD_OTHER
yield=	O
78%	B-YIELD_PERCENT
as	O
a	O
white	O
crystal	O
.	O
Endothermic	O
peak	O
top	O
temperature	O
in	O
DSC	O
108°	O
C.	O
175°	O
C.	O
286°	O
C.	O
Elemental	O
analysis	O
C7H14N2.H2SO4	O
Theoretical	O
value	O
C	O
37.49	O
%	O
H	O
7.19	O
%	O
N	O
12.49	O
%	O
S	O
14.29	O
%	O
Actual	O
measured	O
value	O
C	O
36.5	O
%	O
H	O
7.1	O
%	O
N	O
12.3	O
%	O
S	O
14.4	O
%	O
SNIPPET: 0031
Example	O
367A	B-EXAMPLE_LABEL
Tetrahydrofuran2ylmethyl	B-REACTION_PRODUCT
12methoxyethyl5methyl24dioxo3tetrahydrofuran2ylmethyl1234tetrahydrothieno23dpyrimidine6carboxylate	I-REACTION_PRODUCT
stereoisomer	O
mixture	O
Analogously	O
to	O
the	O
method	O
described	O
in	O
Ex	O
.	O
361A	O
550	O
mg	O
1.74	O
mmol	O
of	O
the	O
compound	B-STARTING_MATERIAL
from	I-STARTING_MATERIAL
Ex.	I-STARTING_MATERIAL
18A	I-STARTING_MATERIAL
and	O
907	O
mg	O
5.22	O
mmol	O
of	O
racemic	B-STARTING_MATERIAL
2bromomethyltetrahydrofuran	I-STARTING_MATERIAL
were	O
used	O
to	O
obtain	B-REACTION_STEP
433	B-YIELD_OTHER
mg	I-YIELD_OTHER
52%	B-YIELD_PERCENT
of	O
theory	O
of	O
the	O
title	B-REACTION_PRODUCT
compound	I-REACTION_PRODUCT
The	O
reaction	O
time	O
here	O
was	O
40	B-TIME
h	I-TIME
at	O
a	O
temperature	O
of	O
80°	B-TEMPERATURE
C	I-TEMPERATURE
.	O
SNIPPET: 0047
Example	O
17	B-EXAMPLE_LABEL
.	O
RN14fluorophenylsulfonylpyrrolidine3ylNmethyl7Hpyrrolo23dpyrimidine4amine	B-REACTION_PRODUCT
70.0	O
mg	O
of	O
RNmethylNpyrrolidine3yl7Hpyrrolo23dpyrimidine4amine	B-STARTING_MATERIAL
was	O
added	B-REACTION_STEP
to	O
a	O
5mL	O
roundbottomed	O
flask	O
and	O
then	O
dissolved	B-REACTION_STEP
with	O
1.50	O
mL	O
of	O
dichloromethane	B-SOLVENT
CH2Cl2	B-SOLVENT
.	O
After	O
66.2	O
mg	O
of	O
4fluorobenzenesulfonyl	B-STARTING_MATERIAL
chloride	I-STARTING_MATERIAL
was	O
added	B-REACTION_STEP
thereto	O
the	O
reaction	O
mixture	O
was	O
treated	B-REACTION_STEP
with	O
0.0590	O
mL	O
of	O
NNdiisopropylethylamine	B-REAGENT_CATALYST
and	O
then	O
stirred	B-REACTION_STEP
at	O
room	B-TEMPERATURE
temperature	I-TEMPERATURE
for	O
about	O
1	B-TIME
hour	I-TIME
.	O
The	O
reaction	O
mixture	O
was	O
concentrated	O
under	O
reduced	O
pressure	O
and	O
then	O
the	O
resulting	O
residue	O
was	O
purified	B-WORKUP
by	O
flash	O
column	O
chromatography	O
MeOH	B-OTHER_COMPOUND
CH2Cl2	B-OTHER_COMPOUND
=0100→180→150	O
.	O
The	O
resulting	O
fraction	O
was	O
concentrated	O
under	O
reduced	O
pressure	O
and	O
then	O
further	O
under	O
vacuum	O
.	O
As	O
a	O
result	O
93.5	B-YIELD_OTHER
mg	I-YIELD_OTHER
of	O
RN14fluorophenylsulfonylpyrrolidine3ylNmethyl7Hpyrrolo23dpyrimidine4amine	B-REACTION_PRODUCT
was	O
obtained	B-REACTION_STEP
with	O
a	O
yield	O
of	O
about	O
77.8%	B-YIELD_PERCENT
.	O
SNIPPET: 0029
Example	O
391A	B-EXAMPLE_LABEL
6Hydroxymethyl12methoxyethyl5methyl3344trifluorobut3en1ylthieno23dpyrimidine241H3Hdione	B-REACTION_PRODUCT
At	O
−40°	B-TEMPERATURE
C	I-TEMPERATURE
.	O
737	O
μl	O
0.737	O
mmol	O
of	O
a	O
1	O
M	O
solution	O
of	O
lithium	B-REAGENT_CATALYST
aluminium	I-REAGENT_CATALYST
hydride	I-REAGENT_CATALYST
in	O
THF	B-SOLVENT
were	O
added	B-REACTION_STEP
dropwise	O
to	O
a	O
solution	O
of	O
424	O
mg	O
0.737	O
mmol	O
of	O
the	O
compound	B-STARTING_MATERIAL
from	I-STARTING_MATERIAL
Example	I-STARTING_MATERIAL
363A	I-STARTING_MATERIAL
in	O
17	O
ml	O
of	O
dry	O
THF	B-SOLVENT
.	O
On	O
completion	O
of	O
addition	O
stirring	B-REACTION_STEP
was	O
continued	O
at	O
RT	B-TEMPERATURE
for	O
1	B-TIME
h	I-TIME
.	O
Then	O
1	O
ml	O
of	O
10	O
%	O
hydrochloric	B-OTHER_COMPOUND
acid	I-OTHER_COMPOUND
was	O
added	B-WORKUP
cautiously	O
.	O
100	O
ml	O
of	O
saturated	O
sodium	B-OTHER_COMPOUND
chloride	I-OTHER_COMPOUND
solution	O
were	O
added	B-WORKUP
to	O
the	O
mixture	O
and	O
the	O
aqueous	O
phase	O
was	O
extracted	B-WORKUP
with	O
ethyl	B-OTHER_COMPOUND
acetate	I-OTHER_COMPOUND
.	O
The	O
combined	O
organic	O
phases	O
were	O
dried	B-WORKUP
over	O
sodium	B-OTHER_COMPOUND
sulphate	I-OTHER_COMPOUND
filtered	O
and	O
concentrated	O
.	O
The	O
residue	O
obtained	O
was	O
purified	O
by	O
means	O
of	O
preparative	O
HPLC	O
Method	O
14	O
.	O
199	B-YIELD_OTHER
mg	I-YIELD_OTHER
70%	B-YIELD_PERCENT
of	O
theory	O
of	O
the	O
title	B-REACTION_PRODUCT
compound	I-REACTION_PRODUCT
were	O
obtained	B-REACTION_STEP
.	O
SNIPPET: 0019
Preparation	O
of	O
5bromo1methyl31methyl1236tetrahydropyridin4yl1Hpyrrolo23bpyridine	B-REACTION_PRODUCT
To	O
a	O
solution	O
of	O
5bromo3iodo1methyl1Hpyrrolo23bpyridine	B-STARTING_MATERIAL
180	O
mg	O
0.534	O
mmol	O
and	O
1methyl1236tetrahydropyridin4boronic	B-STARTING_MATERIAL
acid	I-STARTING_MATERIAL
155	O
mg	O
0.694	O
mmol	O
in	O
dioxane	B-SOLVENT
5.4	O
mL	O
degassed	O
was	O
added	B-REACTION_STEP
tetrakistriphenylphosphinepalladium0	B-REAGENT_CATALYST
75	O
mg	O
0.064	O
mmol	O
K2CO3	B-REAGENT_CATALYST
369	O
mg	O
2.67	O
mmol	O
and	O
water	B-SOLVENT
1.8	O
mL	O
degassed	O
.	O
The	O
reaction	O
mixture	O
was	O
heated	B-REACTION_STEP
at	O
40°	B-TEMPERATURE
C	I-TEMPERATURE
.	O
for	O
15	B-TIME
h	I-TIME
cooled	O
and	O
partitioned	B-WORKUP
between	O
ethyl	B-OTHER_COMPOUND
acetate	I-OTHER_COMPOUND
and	O
brine	B-OTHER_COMPOUND
.	O
The	O
organic	O
layer	O
was	O
separated	O
dried	B-WORKUP
over	O
Na2SO4	B-OTHER_COMPOUND
filtered	O
and	O
concentrated	O
to	O
give	O
crude	O
which	O
was	O
purified	O
by	O
chromatographic	O
column	O
to	O
afford	B-REACTION_STEP
the	O
desired	B-REACTION_PRODUCT
product	I-REACTION_PRODUCT
106	B-YIELD_OTHER
mg	I-YIELD_OTHER
65%	B-YIELD_PERCENT
.	O
SNIPPET: 0030
Step	O
2	B-EXAMPLE_LABEL
Synthesis	O
of	O
compound	O
66h	B-REACTION_PRODUCT
To	O
a	O
solution	O
of	O
the	O
compound	O
66g	B-STARTING_MATERIAL
4.21	O
g	O
7.78	O
mmol	O
in	O
DMF	B-SOLVENT
42	O
mL	O
triphenylphosphine	B-REAGENT_CATALYST
2.45	O
g	O
9.33	O
mmol	O
was	O
added	B-REACTION_STEP
.	O
The	O
mixture	O
was	O
stirred	B-REACTION_STEP
at	O
room	B-TEMPERATURE
temperature	I-TEMPERATURE
for	O
1.5	B-TIME
hours	I-TIME
.	O
Then	O
8.4	O
%	O
aqueous	B-SOLVENT
solution	O
of	O
sodium	B-REAGENT_CATALYST
hydrogen	I-REAGENT_CATALYST
carbonate	I-REAGENT_CATALYST
20.0	O
mL	O
20.0	O
mmol	O
was	O
added	B-REACTION_STEP
to	O
the	O
mixture	O
.	O
The	O
mixture	O
was	O
stirred	B-REACTION_STEP
at	O
room	B-TEMPERATURE
temperature	I-TEMPERATURE
for	O
20	B-TIME
minutes	I-TIME
.	O
Then	O
water	B-OTHER_COMPOUND
and	O
ethyl	B-OTHER_COMPOUND
acetate	I-OTHER_COMPOUND
were	O
added	B-WORKUP
to	O
the	O
reaction	O
mixture	O
followed	O
by	O
extraction	B-WORKUP
with	O
ethyl	B-OTHER_COMPOUND
acetate	I-OTHER_COMPOUND
.	O
The	O
organic	O
layer	O
was	O
dried	B-WORKUP
over	O
anhydrous	O
magnesium	B-OTHER_COMPOUND
sulfate	I-OTHER_COMPOUND
.	O
Magnesium	B-OTHER_COMPOUND
sulfate	I-OTHER_COMPOUND
was	O
filtered	B-WORKUP
off	O
.	O
Then	O
the	O
filtrate	O
was	O
concentrated	O
under	O
reduced	O
pressure	O
.	O
The	O
obtained	O
residue	O
was	O
purified	B-WORKUP
by	O
silica	B-OTHER_COMPOUND
gel	I-OTHER_COMPOUND
column	O
chromatography	O
hexane	B-OTHER_COMPOUND
ethyl	B-OTHER_COMPOUND
acetate	I-OTHER_COMPOUND
to	O
afford	B-REACTION_STEP
the	O
compound	O
66h	B-REACTION_PRODUCT
1.76	B-YIELD_OTHER
g	I-YIELD_OTHER
51%	B-YIELD_PERCENT
.	O
SNIPPET: 0044
Example	O
13	B-EXAMPLE_LABEL
Synthesis	O
of	O
compound	O
11139	B-REACTION_PRODUCT
1ethylNphenylN45trifluoromethyl134oxadiazol2ylbenzylazetidine3carboxamide	B-REACTION_PRODUCT
Step	O
1	B-EXAMPLE_LABEL
Synthesis	O
of	O
compound	O
11139	B-REACTION_PRODUCT
NphenylN45trifluoromethyl134oxadiazol2ylbenzylazetidine3carboxamide	B-STARTING_MATERIAL
hydrochloride	I-STARTING_MATERIAL
0.100	O
g	O
0.228	O
mmol	O
synthesized	O
in	O
Example	O
10	O
and	O
acetaldehyde	B-STARTING_MATERIAL
0.019	O
mL	O
0.342	O
mmol	O
were	O
dissolved	B-REACTION_STEP
in	O
dichloromethane	B-SOLVENT
10	O
