0010-R10	ARG1	Then Α 2methoxyaniline [/E1] 3.7 g 30 mmol and diisopropylethylamine 3.9 g 30 mmol were Δ added [/E2] to the solution and stirring was continued for 2 hours .
0010-R11	ARG1	Then 2methoxyaniline 3.7 g 30 mmol and Β diisopropylethylamine [/E1] 3.9 g 30 mmol were Δ added [/E2] to the solution and stirring was continued for 2 hours .
0010-R12	ARGM	Then 2methoxyaniline 3.7 g 30 mmol and diisopropylethylamine 3.9 g 30 mmol were added to the solution and Δ stirring [/E1] was continued for Τ 2 hours [/E2] .
0010-R13	ARGM	The reaction mixutre was allowed to Λ warm [/E1] to Θ room temperature [/E2] 1 M aqueous hydrochloric acid solution 50 mL was added and then extracted with dichloromethane 50 mL × 3 .
0010-N0	NONE	Example 7 N2Methoxy4piperidin4ylphenyl32methoxyphenyl3H123tria zolo45dpyrimidin5amine compound 7 Preparation of compound Π 7c [/E1] . 23Dichloro4nitropyrimidine 5.8 g 30 mmol was Δ dissolved [/E2] in anhydrous tetrahydrofuran 100 mL and the reaction solution was cooled to 78°C .
0010-N1	NONE	Example 7 N2Methoxy4piperidin4ylphenyl32methoxyphenyl3H123tria zolo45dpyrimidin5amine compound Ο 7 [/E1] Preparation of compound 7c . 23Dichloro4nitropyrimidine 5.8 g 30 mmol was Δ dissolved [/E2] in anhydrous tetrahydrofuran 100 mL and the reaction solution was cooled to 78°C .
0010-N2	NONE	Example 7 Ο N2Methoxy4piperidin4ylphenyl32methoxyphenyl3H123tria zolo45dpyrimidin5amine [/E1] compound 7 Preparation of compound 7c . 23Dichloro4nitropyrimidine 5.8 g 30 mmol was Δ dissolved [/E2] in anhydrous tetrahydrofuran 100 mL and the reaction solution was cooled to 78°C .
0010-N3	NONE	23Dichloro4nitropyrimidine 5.8 g 30 mmol was Δ dissolved [/E1] in anhydrous tetrahydrofuran 100 mL and the reaction solution was cooled to Θ 78°C [/E2] .
0010-N4	NONE	23Dichloro4nitropyrimidine 5.8 g 30 mmol was Δ dissolved [/E1] in anhydrous tetrahydrofuran 100 mL and the reaction solution was cooled to 78°C . Then Α 2methoxyaniline [/E2] 3.7 g 30 mmol and diisopropylethylamine 3.9 g 30 mmol were added to the solution and stirring was continued for 2 hours .
0010-N5	NONE	23Dichloro4nitropyrimidine 5.8 g 30 mmol was Δ dissolved [/E1] in anhydrous tetrahydrofuran 100 mL and the reaction solution was cooled to 78°C . Then 2methoxyaniline 3.7 g 30 mmol and Β diisopropylethylamine [/E2] 3.9 g 30 mmol were added to the solution and stirring was continued for 2 hours .
0010-N6	NONE	The reaction mixutre was allowed to warm to Θ room temperature [/E1] 1 M aqueous hydrochloric acid solution 50 mL was Λ added [/E2] and then extracted with dichloromethane 50 mL × 3 .
0010-N7	NONE	Then 2methoxyaniline 3.7 g 30 mmol and diisopropylethylamine 3.9 g 30 mmol were added to the solution and stirring was continued for Τ 2 hours [/E1] . The reaction mixutre was allowed to warm to room temperature 1 M aqueous hydrochloric acid solution 50 mL was Λ added [/E2] and then extracted with dichloromethane 50 mL × 3 .
0010-N8	NONE	The reaction mixutre was allowed to warm to room temperature 1 M aqueous hydrochloric acid solution 50 mL was Λ added [/E1] and then extracted with Ο dichloromethane [/E2] 50 mL × 3 .
0010-N9	NONE	The reaction mixutre was allowed to warm to room temperature 1 M aqueous hydrochloric acid solution 50 mL was Λ added [/E1] and then extracted with dichloromethane 50 mL × 3 . The combined organic phases were dried over anhydrous Ο sodium sulfate [/E2] and filtered and the filtrate was concentrated under reduced pressure to deliver a yellow solid 7c 6.9 g yield 82% .
0010-N10	NONE	The reaction mixutre was allowed to warm to room temperature 1 M aqueous Ο hydrochloric acid [/E1] solution 50 mL was added and then Λ extracted [/E2] with dichloromethane 50 mL × 3 .
0010-N11	NONE	The reaction mixutre was allowed to warm to room temperature 1 M Ο aqueous [/E1] hydrochloric acid solution 50 mL was added and then Λ extracted [/E2] with dichloromethane 50 mL × 3 .
0010-N12	NONE	The reaction mixutre was allowed to warm to Θ room temperature [/E1] 1 M aqueous hydrochloric acid solution 50 mL was added and then Λ extracted [/E2] with dichloromethane 50 mL × 3 .
0010-N13	NONE	The reaction mixutre was allowed to warm to room temperature 1 M aqueous hydrochloric acid solution 50 mL was added and then Λ extracted [/E1] with dichloromethane 50 mL × 3 . The combined organic phases were dried over anhydrous Ο sodium sulfate [/E2] and filtered and the filtrate was concentrated under reduced pressure to deliver a yellow solid 7c 6.9 g yield 82% .
0010-N14	NONE	The reaction mixutre was allowed to warm to room temperature 1 M aqueous hydrochloric acid solution 50 mL was added and then Λ extracted [/E1] with dichloromethane 50 mL × 3 . The combined organic phases were dried over anhydrous sodium sulfate and filtered and the filtrate was concentrated under reduced pressure to deliver a yellow solid Π 7c [/E2] 6.9 g yield 82% .
0010-N15	NONE	The combined organic phases were dried over anhydrous Ο sodium sulfate [/E1] and filtered and the filtrate was concentrated under reduced pressure to Δ deliver [/E2] a yellow solid 7c 6.9 g yield 82% .
0010-N16	NONE	The reaction mixutre was allowed to warm to room temperature 1 M aqueous hydrochloric acid solution 50 mL was added and then extracted with Ο dichloromethane [/E1] 50 mL × 3 . The combined organic phases were dried over anhydrous sodium sulfate and filtered and the filtrate was concentrated under reduced pressure to Δ deliver [/E2] a yellow solid 7c 6.9 g yield 82% .
0010-N17	NONE	Then 2methoxyaniline 3.7 g 30 mmol and Β diisopropylethylamine [/E1] 3.9 g 30 mmol were added to the solution and Δ stirring [/E2] was continued for 2 hours .
0010-N18	NONE	Then Α 2methoxyaniline [/E1] 3.7 g 30 mmol and diisopropylethylamine 3.9 g 30 mmol were added to the solution and Δ stirring [/E2] was continued for 2 hours .
0010-N19	NONE	23Dichloro4nitropyrimidine 5.8 g 30 mmol was dissolved in anhydrous tetrahydrofuran 100 mL and the reaction solution was cooled to Θ 78°C [/E1] . Then 2methoxyaniline 3.7 g 30 mmol and diisopropylethylamine 3.9 g 30 mmol were added to the solution and Δ stirring [/E2] was continued for 2 hours .
0010-N20	NONE	Then 2methoxyaniline 3.7 g 30 mmol and diisopropylethylamine 3.9 g 30 mmol were added to the solution and Δ stirring [/E1] was continued for 2 hours . The reaction mixutre was allowed to warm to Θ room temperature [/E2] 1 M aqueous hydrochloric acid solution 50 mL was added and then extracted with dichloromethane 50 mL × 3 .
0010-N21	NONE	Then 2methoxyaniline 3.7 g 30 mmol and diisopropylethylamine 3.9 g 30 mmol were added to the solution and Δ stirring [/E1] was continued for 2 hours . The reaction mixutre was allowed to warm to room temperature 1 M Ο aqueous [/E2] hydrochloric acid solution 50 mL was added and then extracted with dichloromethane 50 mL × 3 .
0010-N22	NONE	Then 2methoxyaniline 3.7 g 30 mmol and diisopropylethylamine 3.9 g 30 mmol were added to the solution and Δ stirring [/E1] was continued for 2 hours . The reaction mixutre was allowed to warm to room temperature 1 M aqueous Ο hydrochloric acid [/E2] solution 50 mL was added and then extracted with dichloromethane 50 mL × 3 .
0010-N23	NONE	23Dichloro4nitropyrimidine 5.8 g 30 mmol was dissolved in anhydrous Σ tetrahydrofuran [/E1] 100 mL and the reaction solution was Δ cooled [/E2] to 78°C .
0010-N24	NONE	Α 23Dichloro4nitropyrimidine [/E1] 5.8 g 30 mmol was dissolved in anhydrous tetrahydrofuran 100 mL and the reaction solution was Δ cooled [/E2] to 78°C .
0010-N25	NONE	Example 7 N2Methoxy4piperidin4ylphenyl32methoxyphenyl3H123tria zolo45dpyrimidin5amine compound 7 Preparation of compound Π 7c [/E1] . 23Dichloro4nitropyrimidine 5.8 g 30 mmol was dissolved in anhydrous tetrahydrofuran 100 mL and the reaction solution was Δ cooled [/E2] to 78°C .
0010-N26	NONE	Example 7 N2Methoxy4piperidin4ylphenyl32methoxyphenyl3H123tria zolo45dpyrimidin5amine compound Ο 7 [/E1] Preparation of compound 7c . 23Dichloro4nitropyrimidine 5.8 g 30 mmol was dissolved in anhydrous tetrahydrofuran 100 mL and the reaction solution was Δ cooled [/E2] to 78°C .
0010-N27	NONE	23Dichloro4nitropyrimidine 5.8 g 30 mmol was dissolved in anhydrous tetrahydrofuran 100 mL and the reaction solution was Δ cooled [/E1] to 78°C . Then Α 2methoxyaniline [/E2] 3.7 g 30 mmol and diisopropylethylamine 3.9 g 30 mmol were added to the solution and stirring was continued for 2 hours .
0010-N28	NONE	23Dichloro4nitropyrimidine 5.8 g 30 mmol was dissolved in anhydrous tetrahydrofuran 100 mL and the reaction solution was Δ cooled [/E1] to 78°C . Then 2methoxyaniline 3.7 g 30 mmol and Β diisopropylethylamine [/E2] 3.9 g 30 mmol were added to the solution and stirring was continued for 2 hours .
0010-N29	NONE	Then 2methoxyaniline 3.7 g 30 mmol and diisopropylethylamine 3.9 g 30 mmol were added to the solution and stirring was continued for Τ 2 hours [/E1] . The reaction mixutre was allowed to Λ warm [/E2] to room temperature 1 M aqueous hydrochloric acid solution 50 mL was added and then extracted with dichloromethane 50 mL × 3 .
0010-N30	NONE	Then 2methoxyaniline 3.7 g 30 mmol and Β diisopropylethylamine [/E1] 3.9 g 30 mmol were added to the solution and stirring was continued for 2 hours . The reaction mixutre was allowed to Λ warm [/E2] to room temperature 1 M aqueous hydrochloric acid solution 50 mL was added and then extracted with dichloromethane 50 mL × 3 .
0010-N31	NONE	Then Α 2methoxyaniline [/E1] 3.7 g 30 mmol and diisopropylethylamine 3.9 g 30 mmol were added to the solution and stirring was continued for 2 hours . The reaction mixutre was allowed to Λ warm [/E2] to room temperature 1 M aqueous hydrochloric acid solution 50 mL was added and then extracted with dichloromethane 50 mL × 3 .
0010-N32	NONE	The reaction mixutre was allowed to Λ warm [/E1] to room temperature 1 M Ο aqueous [/E2] hydrochloric acid solution 50 mL was added and then extracted with dichloromethane 50 mL × 3 .
0010-N33	NONE	The reaction mixutre was allowed to Λ warm [/E1] to room temperature 1 M aqueous Ο hydrochloric acid [/E2] solution 50 mL was added and then extracted with dichloromethane 50 mL × 3 .
0010-N34	NONE	23Dichloro4nitropyrimidine 5.8 g 30 mmol was dissolved in anhydrous tetrahydrofuran 100 mL and the reaction solution was cooled to Θ 78°C [/E1] . Then 2methoxyaniline 3.7 g 30 mmol and diisopropylethylamine 3.9 g 30 mmol were Δ added [/E2] to the solution and stirring was continued for 2 hours .
0010-N35	NONE	23Dichloro4nitropyrimidine 5.8 g 30 mmol was dissolved in anhydrous Σ tetrahydrofuran [/E1] 100 mL and the reaction solution was cooled to 78°C . Then 2methoxyaniline 3.7 g 30 mmol and diisopropylethylamine 3.9 g 30 mmol were Δ added [/E2] to the solution and stirring was continued for 2 hours .
0010-N36	NONE	Then 2methoxyaniline 3.7 g 30 mmol and diisopropylethylamine 3.9 g 30 mmol were Δ added [/E1] to the solution and stirring was continued for Τ 2 hours [/E2] .
0010-N37	NONE	Then 2methoxyaniline 3.7 g 30 mmol and diisopropylethylamine 3.9 g 30 mmol were Δ added [/E1] to the solution and stirring was continued for 2 hours . The reaction mixutre was allowed to warm to Θ room temperature [/E2] 1 M aqueous hydrochloric acid solution 50 mL was added and then extracted with dichloromethane 50 mL × 3 .
0010-N38	NONE	Then 2methoxyaniline 3.7 g 30 mmol and diisopropylethylamine 3.9 g 30 mmol were Δ added [/E1] to the solution and stirring was continued for 2 hours . The reaction mixutre was allowed to warm to room temperature 1 M Ο aqueous [/E2] hydrochloric acid solution 50 mL was added and then extracted with dichloromethane 50 mL × 3 .
0010-N39	NONE	The reaction mixutre was allowed to warm to room temperature 1 M aqueous hydrochloric acid solution 50 mL was added and then extracted with Ο dichloromethane [/E1] 50 mL × 3 . The combined organic phases were Λ dried [/E2] over anhydrous sodium sulfate and filtered and the filtrate was concentrated under reduced pressure to deliver a yellow solid 7c 6.9 g yield 82% .
0010-N40	NONE	The reaction mixutre was allowed to warm to room temperature 1 M aqueous Ο hydrochloric acid [/E1] solution 50 mL was added and then extracted with dichloromethane 50 mL × 3 . The combined organic phases were Λ dried [/E2] over anhydrous sodium sulfate and filtered and the filtrate was concentrated under reduced pressure to deliver a yellow solid 7c 6.9 g yield 82% .
0010-N41	NONE	The reaction mixutre was allowed to warm to room temperature 1 M Ο aqueous [/E1] hydrochloric acid solution 50 mL was added and then extracted with dichloromethane 50 mL × 3 . The combined organic phases were Λ dried [/E2] over anhydrous sodium sulfate and filtered and the filtrate was concentrated under reduced pressure to deliver a yellow solid 7c 6.9 g yield 82% .
0010-N42	NONE	The combined organic phases were Λ dried [/E1] over anhydrous sodium sulfate and filtered and the filtrate was concentrated under reduced pressure to deliver a yellow solid Π 7c [/E2] 6.9 g yield 82% .
0010-N43	NONE	The combined organic phases were Λ dried [/E1] over anhydrous sodium sulfate and filtered and the filtrate was concentrated under reduced pressure to deliver a yellow solid 7c Υ 6.9 g [/E2] yield 82% .
0010-N44	NONE	The combined organic phases were Λ dried [/E1] over anhydrous sodium sulfate and filtered and the filtrate was concentrated under reduced pressure to deliver a yellow solid 7c 6.9 g yield Ψ 82% [/E2] .
0034-R0	ARGM	The reaction solution was Δ heated [/E1] to Θ 120°C [/E2] and stirred for 3 hours .
0034-R1	ARGM	The mixture was Λ cooled [/E1] to Θ room temperature [/E2] filtered and the filtrate was concentrated under reduced pressure .
0034-R2	ARGM	The reaction solution was heated to 120°C and Δ stirred [/E1] for Τ 3 hours [/E2] .
0034-R3	ARG1	The residue was purified by preparative HPLC to Δ give [/E1] Π 1cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo43dpyrimidine57dione [/E2] 20.0 mg with a yield of 25% .
0034-R4	ARGM	The residue was purified by preparative HPLC to Δ give [/E1] 1cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo43dpyrimidine57dione Υ 20.0 mg [/E2] with a yield of 25% .
0034-R5	ARGM	The residue was purified by preparative HPLC to Δ give [/E1] 1cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo43dpyrimidine57dione 20.0 mg with a yield of Ψ 25% [/E2] .
0034-R6	ARG1	Example 77 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione Step 1 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione 224Dimethylthiazol5ylethyl methanesulfonate 80.1 mg 0.340 mmol 1cyclopropylmethyl4methylpyrazolo43dpyrimidine57dione 50.0 mg 0.227 mmol potassium iodide 3.8 mg 0.0227 mmol and Β potassium carbonate [/E1] 94.1 mg 0.681 mmol were Δ dissolved [/E2] in NNdimethylformamide 5 mL .
0034-R7	ARG1	Example 77 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione Step 1 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione 224Dimethylthiazol5ylethyl methanesulfonate 80.1 mg 0.340 mmol 1cyclopropylmethyl4methylpyrazolo43dpyrimidine57dione 50.0 mg 0.227 mmol potassium iodide 3.8 mg 0.0227 mmol and potassium carbonate 94.1 mg 0.681 mmol were Δ dissolved [/E1] in Σ NNdimethylformamide [/E2] 5 mL .
0034-R8	ARG1	Example 77 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione Step 1 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione Α 224Dimethylthiazol5ylethyl methanesulfonate [/E1] 80.1 mg 0.340 mmol 1cyclopropylmethyl4methylpyrazolo43dpyrimidine57dione 50.0 mg 0.227 mmol potassium iodide 3.8 mg 0.0227 mmol and potassium carbonate 94.1 mg 0.681 mmol were Δ dissolved [/E2] in NNdimethylformamide 5 mL .
0034-R9	ARG1	Example 77 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione Step 1 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione 224Dimethylthiazol5ylethyl methanesulfonate 80.1 mg 0.340 mmol Α 1cyclopropylmethyl4methylpyrazolo43dpyrimidine57dione [/E1] 50.0 mg 0.227 mmol potassium iodide 3.8 mg 0.0227 mmol and potassium carbonate 94.1 mg 0.681 mmol were Δ dissolved [/E2] in NNdimethylformamide 5 mL .
0034-R10	ARG1	Example 77 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione Step 1 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione 224Dimethylthiazol5ylethyl methanesulfonate 80.1 mg 0.340 mmol 1cyclopropylmethyl4methylpyrazolo43dpyrimidine57dione 50.0 mg 0.227 mmol Β potassium iodide [/E1] 3.8 mg 0.0227 mmol and potassium carbonate 94.1 mg 0.681 mmol were Δ dissolved [/E2] in NNdimethylformamide 5 mL .
0034-N0	NONE	The reaction solution was heated to 120°C and stirred for Τ 3 hours [/E1] . The mixture was Λ cooled [/E2] to room temperature filtered and the filtrate was concentrated under reduced pressure .
0034-N1	NONE	The reaction solution was heated to Θ 120°C [/E1] and stirred for 3 hours . The mixture was Λ cooled [/E2] to room temperature filtered and the filtrate was concentrated under reduced pressure .
0034-N2	NONE	Example 77 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione Step 1 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione 224Dimethylthiazol5ylethyl methanesulfonate 80.1 mg 0.340 mmol 1cyclopropylmethyl4methylpyrazolo43dpyrimidine57dione 50.0 mg 0.227 mmol potassium iodide 3.8 mg 0.0227 mmol and potassium carbonate 94.1 mg 0.681 mmol were dissolved in Σ NNdimethylformamide [/E1] 5 mL . The reaction solution was heated to 120°C and stirred for 3 hours . The mixture was Λ cooled [/E2] to room temperature filtered and the filtrate was concentrated under reduced pressure .
0034-N3	NONE	The mixture was Λ cooled [/E1] to room temperature filtered and the filtrate was concentrated under reduced pressure . The residue was purified by preparative HPLC to give Π 1cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo43dpyrimidine57dione [/E2] 20.0 mg with a yield of 25% .
0034-N4	NONE	The mixture was Λ cooled [/E1] to room temperature filtered and the filtrate was concentrated under reduced pressure . The residue was purified by preparative HPLC to give 1cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo43dpyrimidine57dione Υ 20.0 mg [/E2] with a yield of 25% .
0034-N5	NONE	The mixture was Λ cooled [/E1] to room temperature filtered and the filtrate was concentrated under reduced pressure . The residue was purified by preparative HPLC to give 1cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo43dpyrimidine57dione 20.0 mg with a yield of Ψ 25% [/E2] .
0034-N6	NONE	Example 77 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione Step 1 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione 224Dimethylthiazol5ylethyl methanesulfonate 80.1 mg 0.340 mmol 1cyclopropylmethyl4methylpyrazolo43dpyrimidine57dione 50.0 mg 0.227 mmol potassium iodide 3.8 mg 0.0227 mmol and potassium carbonate 94.1 mg 0.681 mmol were dissolved in Σ NNdimethylformamide [/E1] 5 mL . The reaction solution was Δ heated [/E2] to 120°C and stirred for 3 hours .
0034-N7	NONE	Example 77 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione Step 1 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione 224Dimethylthiazol5ylethyl methanesulfonate 80.1 mg 0.340 mmol 1cyclopropylmethyl4methylpyrazolo43dpyrimidine57dione 50.0 mg 0.227 mmol potassium iodide 3.8 mg 0.0227 mmol and Β potassium carbonate [/E1] 94.1 mg 0.681 mmol were dissolved in NNdimethylformamide 5 mL . The reaction solution was Δ heated [/E2] to 120°C and stirred for 3 hours .
0034-N8	NONE	Example 77 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione Step 1 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione 224Dimethylthiazol5ylethyl methanesulfonate 80.1 mg 0.340 mmol 1cyclopropylmethyl4methylpyrazolo43dpyrimidine57dione 50.0 mg 0.227 mmol Β potassium iodide [/E1] 3.8 mg 0.0227 mmol and potassium carbonate 94.1 mg 0.681 mmol were dissolved in NNdimethylformamide 5 mL . The reaction solution was Δ heated [/E2] to 120°C and stirred for 3 hours .
0034-N9	NONE	Example 77 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione Step 1 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione 224Dimethylthiazol5ylethyl methanesulfonate 80.1 mg 0.340 mmol Α 1cyclopropylmethyl4methylpyrazolo43dpyrimidine57dione [/E1] 50.0 mg 0.227 mmol potassium iodide 3.8 mg 0.0227 mmol and potassium carbonate 94.1 mg 0.681 mmol were dissolved in NNdimethylformamide 5 mL . The reaction solution was Δ heated [/E2] to 120°C and stirred for 3 hours .
0034-N10	NONE	The reaction solution was Δ heated [/E1] to 120°C and stirred for Τ 3 hours [/E2] .
0034-N11	NONE	The reaction solution was Δ heated [/E1] to 120°C and stirred for 3 hours . The mixture was cooled to Θ room temperature [/E2] filtered and the filtrate was concentrated under reduced pressure .
0034-N12	NONE	The reaction solution was heated to Θ 120°C [/E1] and Δ stirred [/E2] for 3 hours .
0034-N13	NONE	Example 77 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione Step 1 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione 224Dimethylthiazol5ylethyl methanesulfonate 80.1 mg 0.340 mmol 1cyclopropylmethyl4methylpyrazolo43dpyrimidine57dione 50.0 mg 0.227 mmol potassium iodide 3.8 mg 0.0227 mmol and potassium carbonate 94.1 mg 0.681 mmol were dissolved in Σ NNdimethylformamide [/E1] 5 mL . The reaction solution was heated to 120°C and Δ stirred [/E2] for 3 hours .
0034-N14	NONE	Example 77 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione Step 1 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione 224Dimethylthiazol5ylethyl methanesulfonate 80.1 mg 0.340 mmol 1cyclopropylmethyl4methylpyrazolo43dpyrimidine57dione 50.0 mg 0.227 mmol potassium iodide 3.8 mg 0.0227 mmol and Β potassium carbonate [/E1] 94.1 mg 0.681 mmol were dissolved in NNdimethylformamide 5 mL . The reaction solution was heated to 120°C and Δ stirred [/E2] for 3 hours .
0034-N15	NONE	The reaction solution was heated to 120°C and Δ stirred [/E1] for 3 hours . The mixture was cooled to Θ room temperature [/E2] filtered and the filtrate was concentrated under reduced pressure .
0034-N16	NONE	The reaction solution was heated to 120°C and Δ stirred [/E1] for 3 hours . The mixture was cooled to room temperature filtered and the filtrate was concentrated under reduced pressure . The residue was purified by preparative HPLC to give Π 1cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo43dpyrimidine57dione [/E2] 20.0 mg with a yield of 25% .
0034-N17	NONE	The mixture was cooled to Θ room temperature [/E1] filtered and the filtrate was concentrated under reduced pressure . The residue was purified by preparative HPLC to Δ give [/E2] 1cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo43dpyrimidine57dione 20.0 mg with a yield of 25% .
0034-N18	NONE	The reaction solution was heated to 120°C and stirred for Τ 3 hours [/E1] . The mixture was cooled to room temperature filtered and the filtrate was concentrated under reduced pressure . The residue was purified by preparative HPLC to Δ give [/E2] 1cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo43dpyrimidine57dione 20.0 mg with a yield of 25% .
0034-N19	NONE	The reaction solution was heated to Θ 120°C [/E1] and stirred for 3 hours . The mixture was cooled to room temperature filtered and the filtrate was concentrated under reduced pressure . The residue was purified by preparative HPLC to Δ give [/E2] 1cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo43dpyrimidine57dione 20.0 mg with a yield of 25% .
0034-N20	NONE	Example 77 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione Step 1 Π 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione [/E1] 224Dimethylthiazol5ylethyl methanesulfonate 80.1 mg 0.340 mmol 1cyclopropylmethyl4methylpyrazolo43dpyrimidine57dione 50.0 mg 0.227 mmol potassium iodide 3.8 mg 0.0227 mmol and potassium carbonate 94.1 mg 0.681 mmol were Δ dissolved [/E2] in NNdimethylformamide 5 mL .
0034-N21	NONE	Example 77 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione Step 1 1Cyclopropylmethyl6224dimethylthiazol5ylethyl4methylpyrazolo 43 dpyrimidine57dione 224Dimethylthiazol5ylethyl methanesulfonate 80.1 mg 0.340 mmol 1cyclopropylmethyl4methylpyrazolo43dpyrimidine57dione 50.0 mg 0.227 mmol potassium iodide 3.8 mg 0.0227 mmol and potassium carbonate 94.1 mg 0.681 mmol were Δ dissolved [/E1] in NNdimethylformamide 5 mL . The reaction solution was heated to Θ 120°C [/E2] and stirred for 3 hours .
