0261-N16	NONE	A solution of Β tetrabutylammonium fluoride [/E1] in tetrahydrofuran 1 M 2.9 mL was slowly added dropwise to the resulting solution . After Δ stirring [/E2] the mixture at 0° C .
0261-N17	NONE	Example 1 Synthesis of 4Fluorofuroxan Compound 34Methylphenyl4nitrofuroxan 500 mg was dissolved in tetrahydrofuran 4.6 mL and the resulting solution was cooled to Θ 0° C [/E1] . A solution of tetrabutylammonium fluoride in tetrahydrofuran 1 M 2.9 mL was slowly added dropwise to the resulting solution . After Δ stirring [/E2] the mixture at 0° C .
0261-N18	NONE	After Δ stirring [/E1] the mixture at 0° C . for 1 hour a saturated Ο aqueous [/E2] ammonium chloride solution was added thereto and the mixture was extracted with methylene chloride .
0261-N19	NONE	After Δ stirring [/E1] the mixture at 0° C . for 1 hour a saturated aqueous Ο ammonium chloride [/E2] solution was added thereto and the mixture was extracted with methylene chloride .
0261-N20	NONE	for Τ 1 hour [/E1] a saturated aqueous ammonium chloride solution was Λ added [/E2] thereto and the mixture was extracted with methylene chloride .
0261-N21	NONE	After stirring the mixture at Θ 0° C [/E1] . for 1 hour a saturated aqueous ammonium chloride solution was Λ added [/E2] thereto and the mixture was extracted with methylene chloride .
0261-N22	NONE	for 1 hour a saturated aqueous ammonium chloride solution was Λ added [/E1] thereto and the mixture was extracted with Ο methylene chloride [/E2] .
0261-N23	NONE	for 1 hour a saturated aqueous ammonium chloride solution was Λ added [/E1] thereto and the mixture was extracted with methylene chloride . After drying the extract over anhydrous Ο sodium sulfate [/E2] the solid was removed by filtration and then the solvent was distilled off under reduced pressure .
0261-N24	NONE	for 1 hour a saturated aqueous Ο ammonium chloride [/E1] solution was added thereto and the mixture was Λ extracted [/E2] with methylene chloride .
0261-N25	NONE	for 1 hour a saturated Ο aqueous [/E1] ammonium chloride solution was added thereto and the mixture was Λ extracted [/E2] with methylene chloride .
0261-N26	NONE	for Τ 1 hour [/E1] a saturated aqueous ammonium chloride solution was added thereto and the mixture was Λ extracted [/E2] with methylene chloride .
0261-N27	NONE	After stirring the mixture at Θ 0° C [/E1] . for 1 hour a saturated aqueous ammonium chloride solution was added thereto and the mixture was Λ extracted [/E2] with methylene chloride .
0261-N28	NONE	for 1 hour a saturated aqueous ammonium chloride solution was added thereto and the mixture was Λ extracted [/E1] with methylene chloride . After drying the extract over anhydrous Ο sodium sulfate [/E2] the solid was removed by filtration and then the solvent was distilled off under reduced pressure .
0261-N29	NONE	for 1 hour a saturated aqueous ammonium chloride solution was added thereto and the mixture was Λ extracted [/E1] with methylene chloride . After drying the extract over anhydrous sodium sulfate the solid was removed by filtration and then the solvent was distilled off under reduced pressure . The obtained residue was purified by Ο silica gel [/E2] chromatography to obtain 404 mg yield 92% of 4fluoro34methylphenylfuroxan .
0261-N30	NONE	for 1 hour a saturated aqueous ammonium chloride solution was added thereto and the mixture was extracted with Ο methylene chloride [/E1] . After Λ drying [/E2] the extract over anhydrous sodium sulfate the solid was removed by filtration and then the solvent was distilled off under reduced pressure .
0261-N31	NONE	for 1 hour a saturated aqueous Ο ammonium chloride [/E1] solution was added thereto and the mixture was extracted with methylene chloride . After Λ drying [/E2] the extract over anhydrous sodium sulfate the solid was removed by filtration and then the solvent was distilled off under reduced pressure .
0261-N32	NONE	for 1 hour a saturated Ο aqueous [/E1] ammonium chloride solution was added thereto and the mixture was extracted with methylene chloride . After Λ drying [/E2] the extract over anhydrous sodium sulfate the solid was removed by filtration and then the solvent was distilled off under reduced pressure .
0261-N33	NONE	After Λ drying [/E1] the extract over anhydrous sodium sulfate the solid was removed by filtration and then the solvent was distilled off under reduced pressure . The obtained residue was purified by Ο silica gel [/E2] chromatography to obtain 404 mg yield 92% of 4fluoro34methylphenylfuroxan .
0261-N34	NONE	After Λ drying [/E1] the extract over anhydrous sodium sulfate the solid was removed by filtration and then the solvent was distilled off under reduced pressure . The obtained residue was purified by silica gel chromatography to obtain Υ 404 mg [/E2] yield 92% of 4fluoro34methylphenylfuroxan .
0261-N35	NONE	After drying the extract over anhydrous Ο sodium sulfate [/E1] the solid was removed by filtration and then the solvent was distilled off under reduced pressure . The obtained residue was Λ purified [/E2] by silica gel chromatography to obtain 404 mg yield 92% of 4fluoro34methylphenylfuroxan .
0261-N36	NONE	for 1 hour a saturated aqueous ammonium chloride solution was added thereto and the mixture was extracted with Ο methylene chloride [/E1] . After drying the extract over anhydrous sodium sulfate the solid was removed by filtration and then the solvent was distilled off under reduced pressure . The obtained residue was Λ purified [/E2] by silica gel chromatography to obtain 404 mg yield 92% of 4fluoro34methylphenylfuroxan .
0261-N37	NONE	The obtained residue was Λ purified [/E1] by silica gel chromatography to obtain Υ 404 mg [/E2] yield 92% of 4fluoro34methylphenylfuroxan .
0261-N38	NONE	The obtained residue was Λ purified [/E1] by silica gel chromatography to obtain 404 mg yield Ψ 92% [/E2] of 4fluoro34methylphenylfuroxan .
0261-N39	NONE	The obtained residue was Λ purified [/E1] by silica gel chromatography to obtain 404 mg yield 92% of Π 4fluoro34methylphenylfuroxan [/E2] .
0261-N40	NONE	The obtained residue was purified by Ο silica gel [/E1] chromatography to Δ obtain [/E2] 404 mg yield 92% of 4fluoro34methylphenylfuroxan .
0261-N41	NONE	After drying the extract over anhydrous Ο sodium sulfate [/E1] the solid was removed by filtration and then the solvent was distilled off under reduced pressure . The obtained residue was purified by silica gel chromatography to Δ obtain [/E2] 404 mg yield 92% of 4fluoro34methylphenylfuroxan .
0261-N42	NONE	for 1 hour a saturated aqueous ammonium chloride solution was added thereto and the mixture was extracted with Ο methylene chloride [/E1] . After drying the extract over anhydrous sodium sulfate the solid was removed by filtration and then the solvent was distilled off under reduced pressure . The obtained residue was purified by silica gel chromatography to Δ obtain [/E2] 404 mg yield 92% of 4fluoro34methylphenylfuroxan .
0026-R0	ARGM	Example 15A 12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic acid 75 ml of trifluoroacetic acid were added to a solution of 5.0 g 11.2 mmol of the compound from Ex. 10A in 225 ml of dichloromethane and the mixture was Δ stirred [/E1] at Θ RT [/E2] for 2 h .
0026-R1	ARGM	Example 15A 12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic acid 75 ml of trifluoroacetic acid were added to a solution of 5.0 g 11.2 mmol of the compound from Ex. 10A in 225 ml of dichloromethane and the mixture was Δ stirred [/E1] at RT for Τ 2 h [/E2] .
0026-R2	ARG1	The remaining residue was Λ stirred [/E1] in Ο diethyl ether [/E2] and filtered off with suction and the solid was dried under high vacuum .
0026-R3	ARG1	Example 15A 12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic acid 75 ml of Β trifluoroacetic acid [/E1] were Δ added [/E2] to a solution of 5.0 g 11.2 mmol of the compound from Ex. 10A in 225 ml of dichloromethane and the mixture was stirred at RT for 2 h .
0026-R4	ARG1	Example 15A 12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic acid 75 ml of trifluoroacetic acid were Δ added [/E1] to a solution of 5.0 g 11.2 mmol of the Α compound from Ex. 10A [/E2] in 225 ml of dichloromethane and the mixture was stirred at RT for 2 h .
0026-R5	ARG1	Example 15A 12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic acid 75 ml of trifluoroacetic acid were Δ added [/E1] to a solution of 5.0 g 11.2 mmol of the compound from Ex. 10A in 225 ml of Σ dichloromethane [/E2] and the mixture was stirred at RT for 2 h .
0026-R6	ARG1	4.1 g 92% of theory of the Π title compound [/E1] were Δ obtained [/E2] .
0026-R7	ARGM	Υ 4.1 g [/E1] 92% of theory of the title compound were Δ obtained [/E2] .
0026-R8	ARGM	4.1 g Ψ 92% [/E1] of theory of the title compound were Δ obtained [/E2] .
0026-N0	NONE	Example 15A 12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic acid 75 ml of trifluoroacetic acid were added to a solution of 5.0 g 11.2 mmol of the compound from Ex. 10A in 225 ml of dichloromethane and the mixture was stirred at RT for Τ 2 h [/E1] . The reaction mixture was then concentrated to dryness on a rotary evaporator . The remaining residue was Λ stirred [/E2] in diethyl ether and filtered off with suction and the solid was dried under high vacuum .
0026-N1	NONE	Example 15A 12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic acid 75 ml of trifluoroacetic acid were added to a solution of 5.0 g 11.2 mmol of the compound from Ex. 10A in 225 ml of dichloromethane and the mixture was stirred at Θ RT [/E1] for 2 h . The reaction mixture was then concentrated to dryness on a rotary evaporator . The remaining residue was Λ stirred [/E2] in diethyl ether and filtered off with suction and the solid was dried under high vacuum .
0026-N2	NONE	Example 15A 12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic acid 75 ml of trifluoroacetic acid were added to a solution of 5.0 g 11.2 mmol of the compound from Ex. 10A in 225 ml of Σ dichloromethane [/E1] and the mixture was stirred at RT for 2 h . The reaction mixture was then concentrated to dryness on a rotary evaporator . The remaining residue was Λ stirred [/E2] in diethyl ether and filtered off with suction and the solid was dried under high vacuum .
0026-N3	NONE	Example 15A 12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic acid 75 ml of trifluoroacetic acid were added to a solution of 5.0 g 11.2 mmol of the Α compound from Ex. 10A [/E1] in 225 ml of dichloromethane and the mixture was stirred at RT for 2 h . The reaction mixture was then concentrated to dryness on a rotary evaporator . The remaining residue was Λ stirred [/E2] in diethyl ether and filtered off with suction and the solid was dried under high vacuum .
0026-N4	NONE	The remaining residue was Λ stirred [/E1] in diethyl ether and filtered off with suction and the solid was dried under high vacuum . Υ 4.1 g [/E2] 92% of theory of the title compound were obtained .
0026-N5	NONE	The remaining residue was Λ stirred [/E1] in diethyl ether and filtered off with suction and the solid was dried under high vacuum . 4.1 g Ψ 92% [/E2] of theory of the title compound were obtained .
0026-N6	NONE	The remaining residue was Λ stirred [/E1] in diethyl ether and filtered off with suction and the solid was dried under high vacuum . 4.1 g 92% of theory of the Π title compound [/E2] were obtained .
0026-N7	NONE	Example 15A Π 12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic acid [/E1] 75 ml of trifluoroacetic acid were Δ added [/E2] to a solution of 5.0 g 11.2 mmol of the compound from Ex. 10A in 225 ml of dichloromethane and the mixture was stirred at RT for 2 h .
0026-N8	NONE	Example 15A 12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic acid 75 ml of trifluoroacetic acid were Δ added [/E1] to a solution of 5.0 g 11.2 mmol of the compound from Ex. 10A in 225 ml of dichloromethane and the mixture was stirred at Θ RT [/E2] for 2 h .
0026-N9	NONE	Example 15A 12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic acid 75 ml of trifluoroacetic acid were Δ added [/E1] to a solution of 5.0 g 11.2 mmol of the compound from Ex. 10A in 225 ml of dichloromethane and the mixture was stirred at RT for Τ 2 h [/E2] .
0026-N10	NONE	The remaining residue was stirred in Ο diethyl ether [/E1] and filtered off with suction and the solid was dried under high vacuum . 4.1 g 92% of theory of the title compound were Δ obtained [/E2] .
0026-N11	NONE	Example 15A 12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic acid 75 ml of trifluoroacetic acid were added to a solution of 5.0 g 11.2 mmol of the compound from Ex. 10A in 225 ml of Σ dichloromethane [/E1] and the mixture was Δ stirred [/E2] at RT for 2 h .
0026-N12	NONE	Example 15A 12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic acid 75 ml of trifluoroacetic acid were added to a solution of 5.0 g 11.2 mmol of the Α compound from Ex. 10A [/E1] in 225 ml of dichloromethane and the mixture was Δ stirred [/E2] at RT for 2 h .
0026-N13	NONE	Example 15A 12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic acid 75 ml of Β trifluoroacetic acid [/E1] were added to a solution of 5.0 g 11.2 mmol of the compound from Ex. 10A in 225 ml of dichloromethane and the mixture was Δ stirred [/E2] at RT for 2 h .
0026-N14	NONE	Example 15A Π 12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic acid [/E1] 75 ml of trifluoroacetic acid were added to a solution of 5.0 g 11.2 mmol of the compound from Ex. 10A in 225 ml of dichloromethane and the mixture was Δ stirred [/E2] at RT for 2 h .
0026-N15	NONE	Example 15A 12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic acid 75 ml of trifluoroacetic acid were added to a solution of 5.0 g 11.2 mmol of the compound from Ex. 10A in 225 ml of dichloromethane and the mixture was Δ stirred [/E1] at RT for 2 h . The reaction mixture was then concentrated to dryness on a rotary evaporator . The remaining residue was stirred in Ο diethyl ether [/E2] and filtered off with suction and the solid was dried under high vacuum .
0026-N16	NONE	Example 15A 12Methoxyethyl5methyl24dioxo32phenylethyl1234tetrahydrothieno23dpyrimidine6carboxylic acid 75 ml of trifluoroacetic acid were added to a solution of 5.0 g 11.2 mmol of the compound from Ex. 10A in 225 ml of dichloromethane and the mixture was Δ stirred [/E1] at RT for 2 h . The reaction mixture was then concentrated to dryness on a rotary evaporator . The remaining residue was stirred in diethyl ether and filtered off with suction and the solid was dried under high vacuum . Υ 4.1 g [/E2] 92% of theory of the title compound were obtained .
1370-R0	ARGM	Example 55 Step 1 In the same manner as steps 4 and 5 of Example 53 Compound I306 66.9 mg 0.117 mmol Ψ 62% [/E1] yield was Δ obtained [/E2] as a yellow solid from Compound 202 100 mg 0.189 mmol and Compound 207 0.197 mL 1.892 mmol .
1370-R1	ARG1	Example 55 Step 1 In the same manner as steps 4 and 5 of Example 53 Compound I306 66.9 mg 0.117 mmol 62% yield was Δ obtained [/E1] as a yellow solid from Compound Α 202 [/E2] 100 mg 0.189 mmol and Compound 207 0.197 mL 1.892 mmol .
1370-R2	ARGM	Example 55 Step 1 In the same manner as steps 4 and 5 of Example 53 Compound I306 66.9 mg Υ 0.117 mmol [/E1] 62% yield was Δ obtained [/E2] as a yellow solid from Compound 202 100 mg 0.189 mmol and Compound 207 0.197 mL 1.892 mmol .
1370-R3	ARGM	Example 55 Step 1 In the same manner as steps 4 and 5 of Example 53 Compound I306 Υ 66.9 mg [/E1] 0.117 mmol 62% yield was Δ obtained [/E2] as a yellow solid from Compound 202 100 mg 0.189 mmol and Compound 207 0.197 mL 1.892 mmol .
1370-R4	ARG1	Example 55 Step 1 In the same manner as steps 4 and 5 of Example 53 Compound Π I306 [/E1] 66.9 mg 0.117 mmol 62% yield was Δ obtained [/E2] as a yellow solid from Compound 202 100 mg 0.189 mmol and Compound 207 0.197 mL 1.892 mmol .
1370-R5	ARG1	Example 55 Step 1 In the same manner as steps 4 and 5 of Example 53 Compound I306 66.9 mg 0.117 mmol 62% yield was Δ obtained [/E1] as a yellow solid from Compound 202 100 mg 0.189 mmol and Compound Α 207 [/E2] 0.197 mL 1.892 mmol .
0963-R0	ARG1	Step 3 Preparation of 33difluorocyclobutane carboxylic acid To solution of benzyl 33difluorocyclobutane carboxylate 450 mg 2.0 mmol dissolved in ethanol 10 mL was Δ added [/E1] Β PdC [/E2] 10 % 40 mg .
0963-R1	ARGM	The reaction mixture was Δ stirred [/E1] at Θ room temperature [/E2] for 10 hours under the atmosphere of hydrogen 15 psi .
0963-R2	ARGM	The reaction mixture was Δ stirred [/E1] at room temperature for Τ 10 hours [/E2] under the atmosphere of hydrogen 15 psi .
0963-R3	ARG1	The reaction mixture was Δ stirred [/E1] at room temperature for 10 hours under the atmosphere of Β hydrogen [/E2] 15 psi .
0963-R4	ARG1	After TLC showed that the reaction was completed the solid was filtered out the filtrate was concentrated under vacuum to Δ give [/E1] Π 33difluorocyclobutane carboxylic acid [/E2] 250 mg 83.1% yield as a white solid .
0963-R5	ARGM	After TLC showed that the reaction was completed the solid was filtered out the filtrate was concentrated under vacuum to Δ give [/E1] 33difluorocyclobutane carboxylic acid Υ 250 mg [/E2] 83.1% yield as a white solid .
0963-R6	ARGM	After TLC showed that the reaction was completed the solid was filtered out the filtrate was concentrated under vacuum to Δ give [/E1] 33difluorocyclobutane carboxylic acid 250 mg Ψ 83.1% [/E2] yield as a white solid .
0963-R7	ARG1	Step 3 Preparation of 33difluorocyclobutane carboxylic acid To solution of Α benzyl 33difluorocyclobutane carboxylate [/E1] 450 mg 2.0 mmol Δ dissolved [/E2] in ethanol 10 mL was added PdC 10 % 40 mg .
0963-R8	ARG1	Step 3 Preparation of 33difluorocyclobutane carboxylic acid To solution of benzyl 33difluorocyclobutane carboxylate 450 mg 2.0 mmol Δ dissolved [/E1] in Σ ethanol [/E2] 10 mL was added PdC 10 % 40 mg .
0963-N0	NONE	Step 3 Preparation of Π 33difluorocyclobutane carboxylic acid [/E1] To solution of benzyl 33difluorocyclobutane carboxylate 450 mg 2.0 mmol Δ dissolved [/E2] in ethanol 10 mL was added PdC 10 % 40 mg .
0963-N1	NONE	Step 3 Preparation of 33difluorocyclobutane carboxylic acid To solution of benzyl 33difluorocyclobutane carboxylate 450 mg 2.0 mmol Δ dissolved [/E1] in ethanol 10 mL was added Β PdC [/E2] 10 % 40 mg .
0963-N2	NONE	Step 3 Preparation of 33difluorocyclobutane carboxylic acid To solution of benzyl 33difluorocyclobutane carboxylate 450 mg 2.0 mmol Δ dissolved [/E1] in ethanol 10 mL was added PdC 10 % 40 mg . The reaction mixture was stirred at Θ room temperature [/E2] for 10 hours under the atmosphere of hydrogen 15 psi .
0963-N3	NONE	The reaction mixture was stirred at room temperature for 10 hours under the atmosphere of Β hydrogen [/E1] 15 psi . After TLC showed that the reaction was completed the solid was filtered out the filtrate was concentrated under vacuum to Δ give [/E2] 33difluorocyclobutane carboxylic acid 250 mg 83.1% yield as a white solid .
0963-N4	NONE	The reaction mixture was stirred at room temperature for Τ 10 hours [/E1] under the atmosphere of hydrogen 15 psi . After TLC showed that the reaction was completed the solid was filtered out the filtrate was concentrated under vacuum to Δ give [/E2] 33difluorocyclobutane carboxylic acid 250 mg 83.1% yield as a white solid .
0963-N5	NONE	The reaction mixture was stirred at Θ room temperature [/E1] for 10 hours under the atmosphere of hydrogen 15 psi . After TLC showed that the reaction was completed the solid was filtered out the filtrate was concentrated under vacuum to Δ give [/E2] 33difluorocyclobutane carboxylic acid 250 mg 83.1% yield as a white solid .
0963-N6	NONE	Step 3 Preparation of 33difluorocyclobutane carboxylic acid To solution of benzyl 33difluorocyclobutane carboxylate 450 mg 2.0 mmol dissolved in ethanol 10 mL was added Β PdC [/E1] 10 % 40 mg . The reaction mixture was stirred at room temperature for 10 hours under the atmosphere of hydrogen 15 psi . After TLC showed that the reaction was completed the solid was filtered out the filtrate was concentrated under vacuum to Δ give [/E2] 33difluorocyclobutane carboxylic acid 250 mg 83.1% yield as a white solid .
0963-N7	NONE	Step 3 Preparation of 33difluorocyclobutane carboxylic acid To solution of benzyl 33difluorocyclobutane carboxylate 450 mg 2.0 mmol dissolved in Σ ethanol [/E1] 10 mL was Δ added [/E2] PdC 10 % 40 mg .
0963-N8	NONE	Step 3 Preparation of 33difluorocyclobutane carboxylic acid To solution of Α benzyl 33difluorocyclobutane carboxylate [/E1] 450 mg 2.0 mmol dissolved in ethanol 10 mL was Δ added [/E2] PdC 10 % 40 mg .
0963-N9	NONE	Step 3 Preparation of Π 33difluorocyclobutane carboxylic acid [/E1] To solution of benzyl 33difluorocyclobutane carboxylate 450 mg 2.0 mmol dissolved in ethanol 10 mL was Δ added [/E2] PdC 10 % 40 mg .
0963-N10	NONE	Step 3 Preparation of 33difluorocyclobutane carboxylic acid To solution of benzyl 33difluorocyclobutane carboxylate 450 mg 2.0 mmol dissolved in ethanol 10 mL was Δ added [/E1] PdC 10 % 40 mg . The reaction mixture was stirred at Θ room temperature [/E2] for 10 hours under the atmosphere of hydrogen 15 psi .
0963-N11	NONE	Step 3 Preparation of 33difluorocyclobutane carboxylic acid To solution of benzyl 33difluorocyclobutane carboxylate 450 mg 2.0 mmol dissolved in ethanol 10 mL was Δ added [/E1] PdC 10 % 40 mg . The reaction mixture was stirred at room temperature for Τ 10 hours [/E2] under the atmosphere of hydrogen 15 psi .
0963-N12	NONE	Step 3 Preparation of 33difluorocyclobutane carboxylic acid To solution of benzyl 33difluorocyclobutane carboxylate 450 mg 2.0 mmol dissolved in ethanol 10 mL was Δ added [/E1] PdC 10 % 40 mg . The reaction mixture was stirred at room temperature for 10 hours under the atmosphere of Β hydrogen [/E2] 15 psi .
